,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,イカルステソーロ,牡2,55.0,丹内,武市,480(-2),24.2,7,美浦,2024101291,01091,フィエールマン,ライトファンタスティック,Acclamation,-0.14694772809025047,6,0.3993320069480609,4,0.14923901219603558,3,-0.07037286334634989,5,0.07339394051278024,0.03281002432649452
1,2,2,アイビークロノス,牡2,55.0,木幡巧,牧,480(-2),31.2,9,美浦,2024108317,01162,Drain the Clock,Tomato Bisque,Macho Uno,-0.3582589256316975,10,0.05889854054155845,9,0.04055510863892456,4,-0.6346809181719629,9,0.04174306472241942,0.025448800919909212
2,2,3,コスモセイント,牡2,54.0,☆長浜,矢嶋,470(-10),81.5,13,美浦,2024105875,01214,クリソベリル,シトロプシス,ジャングルポケット,-0.587901936935113,15,-0.417959417693008,15,-0.45124535153968093,15,-1.6546369981236602,14,0.015052999040148524,0.009742363051548067
3,3,4,ノシェリー,牡2,55.0,原,鈴木慎,478(+12),6.4,2,美浦,2024106085,01184,ロゴタイプ,レイヨンヴェール,ゴールドアリュール,0.2161079178603031,3,0.3851266099468065,5,0.007029798164450004,7,-0.4709693118534166,6,0.049168094599110784,0.1240629044845574
4,3,5,サイモントレノ,牡2,53.0,◇小林美,奥平,462(-6),61.2,11,美浦,2024104675,01206,インカンテーション,キャルスカイ,ダイワメジャー,-0.5759973195939614,14,-0.2274200315811859,14,0.0031787253531101456,8,-1.7257804144887945,15,0.014019284229162652,0.01297389850818901
5,4,6,オーケーエース,牡2,55.0,横山琉,相沢,454(+4),16.4,4,美浦,2024102821,01192,ホットロッドチャーリー,セラファン,ベーカバド,-0.3302042009274929,8,0.1517167235212047,8,-0.009702297829489906,9,-1.1899739790030428,13,0.02395651380977272,0.048414791993973624
6,4,7,ゴルトシェーン,牡2,53.0,△石神道,武井,472(0),64.3,12,美浦,2024105499,01209,ゴールドドリーム,アマルフィターナ,シンボリクリスエス,-0.4807645948242581,11,-0.03339865473129279,11,-0.17199827558737923,13,-0.8934232021812183,12,0.03222656263557221,0.012348407289287208
7,5,8,ウィンターブリーズ,牡2,55.0,ルメール,田中博,482(+4),1.5,1,美浦,2024106106,05339,ホットロッドチャーリー,アイスパステル,Shackleford,3.4563289160218504,1,0.3672295699063957,6,0.03558050708758068,5,1.1231484818112214,1,0.24210287110620873,0.5293350591341115
8,5,9,リュウノタキノボリ,牡2,55.0,佐々木,堀内,498(-2),13.9,3,美浦,2024103223,01197,タワーオブロンドン,テイエムブリランテ,ディープブリランテ,0.31809293008975215,2,0.8136825360451014,2,0.0191784884904713,6,0.5385930177325831,2,0.1349368996232133,0.05712248839576743
9,6,10,ニシノツムジカゼ,牡2,55.0,ミシェル,西田,502(-4),23.4,6,美浦,2024102617,05586,マジェスティックウォリアー,アースラブーム,マンハッタンカフェ,-0.28915800108967804,7,-0.07094427910063698,12,0.1635140112625582,2,-0.5371927682656268,8,0.04601748684115337,0.03393173455987895
10,6,11,ニシノハクシャ,牡2,55.0,野中,清水英,432(0),95.7,15,美浦,2024105565,01158,オメガパフューム,クールラディカル,キングヘイロー,-0.4981932515287026,13,-0.20698830943738306,13,-0.3579425652708803,14,-0.8678744828350018,11,0.03306051792232597,0.008296787760722752
11,7,12,サスケソルトバーン,牡2,52.0,▲佐藤,和田雄,474(-2),38.5,10,美浦,2024102123,01207,アニマルキングダム,ミスミズ,Mizzen Mast,-0.3558818611818199,9,0.28961466793368396,7,-0.043942317774214396,11,-0.5159118970258836,7,0.0470072734603027,0.020623443862367984
12,7,13,ミクニルミナス,牡2,55.0,内田博,田中勝,470(+8),87.3,14,美浦,2024105950,00422,ルーラーシップ,ティラミス,ディープインパクト,-0.4914556059076522,12,0.029974021149017593,10,-0.11656646431217002,12,-0.8544867247199818,10,0.03350610015782306,0.009095104108833532
13,8,14,コーズウルルン,牡2,55.0,菊沢,伊藤圭,476(-12),29.0,8,美浦,2024102409,01161,ニューイヤーズデイ,マダムウルル,ハーツクライ,-0.06174639865954159,5,0.903697713905933,1,0.18921622835854443,1,0.1829607132829692,4,0.09455436447348743,0.02737939961038508
14,8,15,ラインホルト,牡2,55.0,津村,手塚徳,502(-2),16.4,5,美浦,2024106108,01092,ホッコータルマエ,アイムポッシブル,ヴァーミリアン,0.18598006039826145,4,0.4741496650399549,3,-0.02300081737714821,10,0.41504165623378036,3,0.1192540268665188,0.048414791993973624
