,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,カテリーナ,牝5,56.0,浜中,田中克,470(+4),6.2,4,栗東,2021101485,01115,ホークビル,フェリーチェレガロ,マンハッタンカフェ,0.310473777096726,4,-0.42986141829010144,10,0.01889801466181193,4,-0.3512386547980984,7,0.06505614183849832,0.12789042326522865
1,2,2,アイスグリーン,牡6,58.0,小沢,池添,494(+6),36.0,8,栗東,2020103354,01185,モーリス,グリューネワルト,スペシャルウィーク,-0.7093737356020574,10,0.5854704042058745,1,-0.011609506588861646,6,-0.7773722820621951,9,0.04248355204989907,0.022025572895678264
2,3,3,ダンツファイター,牡4,58.0,武豊,蛯名正,572(+6),3.7,1,美浦,2022102982,00666,ニューイヤーズデイ,ダブルファンタジー,ジャイアントレッカー,1.462743697324889,2,-0.05292683356456217,5,-0.3499828091555164,11,0.291839839566174,3,0.12375813195533625,0.21430287141741014
3,4,4,ノーブルスカイ,牡5,58.0,吉田隼,高柳大,492(+8),67.3,13,栗東,2021102256,01095,ネオユニヴァース,ホウショウワールド,Sky Classic,-0.9291732761813906,12,-0.7976901282774533,13,-0.5646134428205889,13,-1.3057689939672175,12,0.025046153892738794,0.011781881489515865
4,4,5,ミッキージュエリー,牝4,56.0,丹内,中内田,506(+12),7.5,5,栗東,2022103245,01091,エピファネイア,ミッキーチャーム,ディープインパクト,0.21327457944572928,5,-0.5136313246313526,12,-0.0824059205883974,7,-0.20923113611406863,6,0.07498275369647775,0.10572274989925567
5,5,6,ショウナンサムデイ,牝4,56.0,池添,奥村武,446(+12),20.8,7,美浦,2022105801,01032,サートゥルナーリア,ショウナンパンドラ,ディープインパクト,-0.6206753978880194,9,0.09159489508808252,3,0.38765548678806544,1,-0.9005916248144955,10,0.03755842226296855,0.03812118385790469
6,5,7,インパクトシー,牡4,58.0,横山琉,大竹,538(0),3.7,2,美浦,2022101230,01192,フィエールマン,イリリア,ダノンシャンティ,2.2379411426151514,1,0.13316024903202256,2,-0.16031413399583552,10,0.8734133611891629,1,0.22138485972637828,0.21430287141741014
7,6,8,インヴォーグ,牝4,56.0,北村友,福永,498(+2),5.9,3,栗東,2022104145,01102,ロードカナロア,トレンドハンター,マンハッタンカフェ,0.9285368218534135,3,-0.4527798641795112,11,-0.09608090500682245,8,0.3890349666346472,2,0.13639079245410174,0.13439332614312163
8,6,9,ドゥカート,牡4,58.0,佐々木,宮田,478(-6),40.1,10,美浦,2022105777,01197,レイデオロ,キャットコイン,ステイゴールド,-0.38972796425442524,7,-0.31463756786358077,8,-0.4987080862017674,12,-0.08394324364783735,4,0.0849910561208294,0.01977358165198049
9,7,10,ウイントレメンデス,牡5,58.0,横山和,長谷川,478(+6),13.6,6,栗東,2021106193,01140,ゴールドシップ,イクスキューズ,ボストンハーバー,-0.1625705047653918,6,-0.23355486937483289,7,0.06590595613547494,2,-0.20807650638298916,5,0.07506938101482849,0.05830298707679542
10,7,11,ソリダリティ,牡7,58.0,岩田康,西園翔,520(+6),44.4,11,栗東,2019105462,05203,ハーツクライ,ミュージカルロマンス,Concorde's Tune,-0.8535448041722988,11,-0.3538931213554387,9,-0.15802840759752376,9,-1.1767973944868073,11,0.028493952677551244,0.017858572618117515
11,8,12,ウィープディライト,セ5,58.0,斎藤,池添,506(-2),37.9,9,栗東,2021105412,01178,ドゥラメンテ,ウィープノーモア,Mineshaft,-0.5410455278969173,8,-0.04062640452995296,4,0.019062462157220926,3,-0.3553899383070035,8,0.06478663513613316,0.020921388502491232
12,8,13,ピンクジン,牝6,56.0,古川吉,室井,446(+6),54.3,12,美浦,2020106966,01015,ダノンバラード,オーミチェリッシュ,キャプテンスティーヴ,-0.9468588075754089,13,-0.17025064504747237,6,-0.0036106367048999444,5,-1.5308486444264053,13,0.019998167174259063,0.014602589765090565
