,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ミリオングローリー,牡3,57.0,岩田康,蛯名正,462(+2),18.3,9,美浦,2023102386,5203,ミッキーグローリー,タニノジュレップ,コロナドズクエスト,-0.6340836972479653,10,-0.7423521398301512,9,-0.1969421528085947,10,-1.4538200969251676,11,0.0229578371411185,0.0432362720038777,45.4,45.8,43.0,12
1,2,2,インフィオラータ,牝3,55.0,浜中,須貝,442(-2),8.1,4,栗東,2023102923,1115,サートゥルナーリア,トウシンハンター,エンパイアメーカー,0.212841460213996,6,-0.6598487040891483,7,-0.4747865538356526,9,-0.3260890856259675,7,0.0709085045115783,0.0976819478606128,48.6,46.1,53.4,5
2,3,3,ヘクセンハウス,牝3,55.0,斎藤,吉田,422(+6),13.7,7,栗東,2023106478,1178,ウインブライト,マイネデセール,マイネルラヴ,-0.3447055276494088,8,-0.1243470253273114,4,-0.2564833057057833,12,-0.8163882902089317,9,0.0434274258070309,0.0577535604139389,54.0,44.6,55.0,4
3,3,4,エグジスタンス,牡3,57.0,佐々木,奥村豊,488(0),8.2,3,栗東,2023103155,1197,フィエールマン,キントラ,Kingman,0.959930634455431,2,-0.3514662995545672,6,0.0108888024306692,4,0.5027403182431189,2,0.162425556183955,0.0964907045940199,50.4,50.5,47.0,7
4,4,5,ケナゲ,牝3,51.0,★河原田,和田雄,438(-4),9.0,6,美浦,2023102166,1204,アニマルキングダム,レディバゴ,バゴ,0.2167171454888065,5,-0.0453683497575463,1,-0.3976563301739148,8,-0.1912382876193279,6,0.0811452837955064,0.0879137530745515,78.6,47.1,51.7,6
5,4,6,カネトシパンドラ,牝3,55.0,横山琉,稲垣,446(+6),135.3,13,美浦,2023104005,1192,レッドファルクス,アスワンサンセット,Pioneerof the Nile,-1.0339754881421483,14,-0.310806714803244,14,0.2052738596351939,13,-2.1027553016974943,14,0.011997810335197,0.0058479214905466,40.2,44.3,38.4,14
6,5,7,アスコットダンス,牝3,55.0,小沢,高橋康,428(+6),33.0,12,栗東,2023105144,1185,モズアスコット,マルハチメイフェア,ホワイトマズル,-0.5104918633953662,9,-0.1295781013882966,12,-0.3465077501997092,7,-0.5416192504338102,8,0.0571603349170288,0.0239764781112413,41.6,47.3,46.1,9
7,5,8,メメボス,牝3,55.0,古川吉,飯田,470(+4),44.4,11,栗東,2023100718,1015,コントレイル,ピエナミント,ノヴェリスト,-0.9207396717230238,13,-0.579120799266802,10,-0.0394271354978519,6,-1.968916424971264,13,0.0137160000438444,0.0178203553529496,44.8,48.4,44.3,11
8,6,9,シアワセチョウサン,牝3,52.0,▲遠藤,小島,452(0),168.5,14,美浦,2023100683,1218,ホークビル,シアワセデス,ファルブラヴ,-0.8307434653278047,12,-0.2275372681761994,13,-0.2599774656873616,11,-0.9572483058092164,10,0.0377215352048403,0.0046956900751985,40.3,44.8,38.6,13
9,6,10,アーデルブリックス,牡3,56.0,☆舟山,坂口,432(+2),6.3,5,栗東,2023106863,1221,ブリックスアンドモルタル,アーデルハイト,アグネスタキオン,0.567136659158029,4,0.3406694122528003,5,0.0832474520914749,3,-0.1350530864162805,4,0.0858349594540753,0.1255910758207878,50.4,51.0,46.5,8
10,7,11,コスモクラシック,牡3,54.0,▲和田陽,嘉藤,486(-2),20.2,8,美浦,2023104491,1223,ダノンバラード,マーマレードガール,タイキシャトル,-0.6988859513314788,11,-0.8533876546970903,8,0.0554049284699984,1,-1.633101298076913,12,0.0191897861223477,0.0391694939441071,47.8,83.4,77.3,1
11,7,12,マンサニージャ,牝3,55.0,横山武,菊川,434(-2),5.8,2,美浦,2023106411,1170,ダノンバラード,マイネアロマ,ロージズインメイ,0.651774100481659,3,-1.3715951971531952,3,-0.7525289924187583,5,-0.1419955374055304,5,0.0852411181969556,0.1364178927018902,54.6,49.2,56.3,3
12,8,13,セイントクーヤ,牡3,56.0,☆長浜,黒岩,484(-2),49.0,10,美浦,2023103175,1214,St Mark's Basilica,メソスフェリック,Le Havre,-0.3283035396680623,7,-0.3886013359028867,11,-0.3563363016349541,14,-0.1213803001907554,3,0.0870166224090721,0.0161474240341012,43.8,44.2,44.6,10
13,8,14,ウインアプローチ,牡3,57.0,丹内,畠山,440(+4),3.2,1,美浦,2023105876,1091,ウインブライト,コスモアクセス,ロージズインメイ,2.69352920468734,1,-1.3145755888982396,2,-0.2164593339474811,2,0.8118464799193091,1,0.2212572258774492,0.2472574305221761,59.4,53.1,57.9,2
