,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ワイルドミュール,牝3,55.0,荻野極,鹿戸,418(-2),9.0,5,美浦,2023103530,1160,サートゥルナーリア,ブルーハワイアン,ハーツクライ,0.1269913921033598,6,0.0173804776617915,4,-0.0433433584958468,7,-0.7308006249047709,7,0.0546998507184118,0.0880062894033969
1,2,2,ビレッジルイーザ,牝3,52.0,▲佐藤,伊藤圭,438(-8),9.7,4,美浦,2023102170,1207,ノーブルミッション,オーシャンウェイ,Street Cry,-0.1748081280706766,8,-0.0876430133937287,11,-0.0926476909885974,11,-1.0748597378146634,10,0.0387760143034828,0.0816553200650074
2,2,3,エルミー,牝3,55.0,三浦,中川,442(+12),6.4,3,美浦,2023103898,1122,アドマイヤマーズ,ハヴユーゴーンアウェイ,Congrats,0.1794366988747316,5,-0.0296809186284518,7,-0.2065816236107459,15,-1.6051072159920636,14,0.0228181070409965,0.1237588444735269
3,3,4,イセッセイ,牝3,55.0,小林脩,伊藤伸,454(+4),106.8,13,美浦,2023106294,1183,エスポワールシチー,イセエビ,ハービンジャー,-0.7121990497786439,12,0.1048278148475494,1,0.0313017671525505,2,-0.4373910071647852,5,0.0733520606855959,0.0074162603429828
4,3,5,タマモチョコチップ,牝3,55.0,菊沢,菊沢,446(0),4.1,2,美浦,2023104727,1161,クリソベリル,タマモジャイブ,ヘニーヒューズ,1.515723527546367,2,-0.0876430133937287,11,-0.1215407245093179,13,-0.7810479094863527,8,0.0520192423719549,0.1931845377147737
5,4,6,サイモンセレーノ,牝3,52.0,▲石神道,勢司,446(+10),2.7,1,美浦,2023105097,1209,カリフォルニアクローム,ペルスネージュ,ディープインパクト,2.5742044765972745,1,0.0173804776617915,4,-0.1700542426772744,14,-1.33238482507572,13,0.0299723946635397,0.293354298011323
6,4,7,キミガハマ,牝3,55.0,小崎,嘉藤,460(-6),44.2,10,美浦,2023105034,1152,ディーマジェスティ,メイショウツバクロ,フレンチデピュティ,-1.0679497850227744,15,0.0173804776617915,4,-0.1150052205311954,12,-1.1328394783426614,11,0.0365917251808125,0.0179198326839495
7,5,8,アルバニクス,牝3,52.0,▲上里,中舘,454(-10),123.0,15,美浦,2023102921,1217,ダノンバラード,ダノンジュエル,キングカメハメハ,0.2355553093268653,4,0.0732328215386505,2,0.0026616326619637,3,0.2390900401290246,2,0.1442793924852332,0.0064394845904924
8,5,9,アインプロージット,牝3,55.0,坂井,大竹,420(+18),21.5,8,美浦,2023104415,1163,クリソベリル,ユナリオンス,Shamardal,-0.5210124420342822,10,-0.0876430133937287,11,-0.0254426007097008,5,-0.6715409222973563,6,0.0580393183194998,0.0368398420758405
9,6,10,ベアエクスプレス,牝3,55.0,松岡,柄崎,476(-6),59.3,11,美浦,2023103052,1085,アジアエクスプレス,スフィンクス,リンカーン,-0.93053593900739,14,-0.1633161854453566,15,-0.0284499673881901,6,-0.7950324838283485,9,0.0512968384387828,0.0133567724221007
10,6,11,ゼフィリア,牝3,55.0,原,岩戸,464(-4),23.8,7,美浦,2023107422,1184,サンダースノー,イフィゲニア,エピファネイア,-0.8783248168780884,13,-0.0876430133937287,11,-0.064501422550779,9,-1.1708360366201769,12,0.0352274486039959,0.0332796892701921
11,7,12,ホウライブラック,牝3,52.0,▲石田,鈴木慎,450(0),28.0,9,美浦,2023106315,1203,キタサンブラック,ホウライアキコ,ヨハネスブルグ,0.8635927729281541,3,-0.0876430133937287,11,-0.0691645802377105,10,0.3959609726051797,1,0.168784470384453,0.0282877358796632
12,7,13,メイショウミズホ,牝3,55.0,大野,和田勇,426(+2),96.0,14,美浦,2023101950,1096,ダンカーク,メイショウカスガ,ゴールドアリュール,-0.1474457602950192,7,0.0173804776617915,4,-0.0236432192336306,4,0.0052920467368128,3,0.1142002689124479,0.0082505896315684
13,8,14,セイスイカルメン,牝3,55.0,木幡巧,堀内,450(-12),101.7,12,美浦,2023104594,1162,ワールドプレミア,レヴリ,ホワイトマズル,-0.3697881903939713,9,-0.0876430133937287,11,0.0484616999576893,1,-0.1451224799951869,4,0.0982523456964223,0.0077881672038404
14,8,15,アジュアカレンツ,牝3,55.0,武藤,西田,436(-6),13.1,6,美浦,2023105022,1169,ダノンレジェンド,ブルーリヴァー,パイロ,-0.6934400658959023,11,-0.0876430133937287,11,-0.0488682834733225,8,-1.6557862053320018,15,0.0216905221943703,0.0604623362313413
