,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,クリスレジーナ,牝3,53.0,斎藤,高野,482(+8),2.2,1,栗東,2023102091,1178,エピファネイア,ファンディーナ,ディープインパクト,2.513763650023569,1,-1.050618756607404,1,-0.2834304638688498,1,0.5853304078355956,1,0.2919551252208531,0.3616924530177662,73.0,73.1,54.8,2
1,2,2,ゼアズノープレイス,牡7,58.0,的場,的場,490(-6),90.3,10,美浦,2019100907,1108,アスカクリチャン,ウィステリアカフナ,スペシャルウィーク,-0.4030540343463394,7,-0.6883780492852943,7,-0.4898702503637799,5,-0.3167731980620884,4,0.1184506601479959,0.0088119977479411,49.3,52.2,51.1,5
2,3,3,エオアリイ,牡4,58.0,佐々木,平岩,470(-10),47.3,9,美浦,2022103222,1197,ドゥラメンテ,ステラエージェント,More Than Ready,-0.99275073714566,10,-0.358650804295087,9,-0.2021697937885167,8,-3.700024822157233,10,0.0040198511706324,0.016822904791524,39.5,40.8,40.2,8
3,4,4,ハルフロンティア,牡4,58.0,舟山,池添,510(-4),15.6,8,栗東,2022104724,1221,レイデオロ,カンデラ,ダイワメジャー,0.0898701975117329,4,-0.10113331498325,8,-0.423459486776413,7,0.015951072488084,3,0.1652105588101684,0.051007910040967,40.9,45.5,38.7,9
4,5,5,メイショウソラリス,牡3,55.0,松本,角田,464(0),17.2,7,栗東,2023103986,1191,シスキン,アンリミテッドピサ,シンボリクリスエス,-0.813235811763153,9,-0.2741935940208501,10,0.0750202614862003,9,-3.148791721768588,9,0.0069760159994521,0.046262988176691,37.9,40.4,37.7,10
5,6,6,サイン,牡3,55.0,横山武,佐藤悠,522(+2),4.3,2,栗東,2023106866,1170,キセキ,イヴ,ダイワメジャー,0.1475473887753931,3,-0.6869984132499085,3,-0.265770388169402,4,-1.363764459513157,7,0.0415752584842169,0.1850519527067641,53.2,52.9,52.9,4
6,7,7,モルビド,牝4,56.0,小沢,中内田,424(0),8.8,5,栗東,2022105525,1185,ブリックスアンドモルタル,マルセリーナ,ディープインパクト,-0.5232429101998588,8,-0.6534184012238713,5,-0.0248545848302844,6,-2.37329552173654,8,0.0151496007751897,0.0904231132544415,50.3,45.9,48.6,7
7,7,8,デルシエロ,牡5,58.0,丹内,清水久,420(-2),10.4,4,栗東,2021103520,1091,レイデオロ,ネオヴィクトリア,ディープインパクト,-0.3166403263114759,6,-0.4582096243624873,4,-0.4414499593069505,10,-0.8963939971687283,6,0.0663454846330839,0.0765118650614505,53.0,40.1,53.7,3
8,8,9,エトワールブーケ,牝3,53.0,横山和,昆,438(-2),11.4,6,栗東,2023105993,1140,キセキ,ゴットサーガ,ダンスインザダーク,-0.311246518687133,5,0.3441389196336212,6,-0.0279562529828405,3,-0.7867932357680734,5,0.0740304478568706,0.069800297950797,49.6,53.9,50.5,6
9,8,10,ドルチェリターン,牡4,58.0,北村友,前川,462(-6),8.5,3,栗東,2022104598,1102,ハービンジャー,アソルータ,ゼンノロブロイ,0.6089891021429256,2,0.0838747932682093,2,0.3341472327827289,2,0.2853365132444559,2,0.2162869969015366,0.0936145172516571,53.3,55.1,71.8,1
