,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,シャンドゥレール,セ6,57.0,▲井上,手塚徳,504(+8),11.7,5,美浦,2020103053,01151,エピファネイア,マジェスティッククオリティ,Quality Road
1,2,2,ジーククローネ,セ6,61.0,草野,宮田,456(-6),6.7,4,美浦,2020103537,01113,サトノクラウン,パーフェクトマッチ,サンデーサイレンス
2,3,3,ライラスター,セ7,60.0,上野,田中剛,468(0),2.7,1,美浦,2019105336,01087,ロードカナロア,ハープスター,ディープインパクト
3,4,4,ロードオールライト,牡5,60.0,小牧加,中内田,538(+18),3.0,2,栗東,2021100148,01196,ハーツクライ,スピニングワイルドキャット,ハードスパン
4,5,5,キャネル,牡5,58.0,△坂口,手塚久,504(+4),3.8,3,美浦,2021105885,01211,ブリックスアンドモルタル,レッドラヴィータ,スペシャルウィーク
5,6,6,ヴラディア,牡7,60.0,大江圭,松尾,474(-12),14.5,6,美浦,2019105578,01120,ラブリーデイ,ユメノトキメキ,マーベラスサンデー
