,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040610,1,5,10,モリノセピア,牡5,58.0,小林美,0:1:09.6,,9,49.3,36.2,,美浦 鈴木伸,498(+2),ダート,1200,不良,２勝クラス
202606040610,2,4,8,タカスタカスタカス,牡3,56.0,戸崎圭,0:1:09.8,1.1/2,1,1.7,37.2,,栗東 藤原,506(+2),ダート,1200,不良,２勝クラス
202606040610,3,8,15,ブルーマッキンジー,牡3,56.0,西村淳,0:1:10.0,1.1/4,2,5.6,37.4,,栗東 杉山佳,498(+4),ダート,1200,不良,２勝クラス
202606040610,4,6,12,ホウオウプレミア,牡7,58.0,岩田康,0:1:10.5,3,6,21.2,35.9,,美浦 奥村武,484(-2),ダート,1200,不良,２勝クラス
202606040610,5,5,9,ジャックナダル,牡3,56.0,武豊,0:1:10.5,クビ,4,9.9,37.1,,美浦 伊坂,526(-2),ダート,1200,不良,２勝クラス
202606040610,6,1,2,ベルゼビュート,牡3,56.0,菊沢,0:1:10.7,1,3,7.4,37.1,,美浦 高木,470(0),ダート,1200,不良,２勝クラス
202606040610,7,2,4,ヤマメキング,牡4,58.0,丸山,0:1:10.7,アタマ,14,182.6,36.9,,美浦 田島,506(+22),ダート,1200,不良,２勝クラス
202606040610,8,7,14,メッエフアパラ,牡5,58.0,大野,0:1:10.7,ハナ,15,221.1,36.5,,美浦 辻,444(-18),ダート,1200,不良,２勝クラス
202606040610,9,6,11,フィールマイプラン,牡3,56.0,横山武,0:1:10.8,クビ,8,39.8,37.0,,美浦 岩戸,438(-12),ダート,1200,不良,２勝クラス
202606040610,10,2,3,ハッピーウィズユー,牝4,56.0,丹内,0:1:10.8,アタマ,11,54.9,36.2,,美浦 小笠,500(-8),ダート,1200,不良,２勝クラス
202606040610,11,1,1,マクミランテソーロ,牡5,58.0,木幡巧,0:1:10.8,アタマ,5,17.9,37.6,,美浦 田中剛,478(-4),ダート,1200,不良,２勝クラス
202606040610,12,3,6,タイセイルヴァン,牡4,58.0,黛,0:1:11.0,3/4,7,33.2,36.0,,美浦 新開,498(+6),ダート,1200,不良,２勝クラス
202606040610,13,4,7,メモリーグラス,牡6,58.0,武藤,0:1:11.0,クビ,13,117.6,36.6,,美浦 松永康,486(-6),ダート,1200,不良,２勝クラス
202606040610,14,3,5,スターランウェイ,牝4,56.0,横山琉,0:1:11.1,クビ,12,57.2,37.4,,美浦 斎藤誠,456(-4),ダート,1200,不良,２勝クラス
202606040610,15,7,13,フィーチャリング,セ4,58.0,原,0:1:11.2,1/2,10,54.1,36.0,,美浦 和田郎,458(+6),ダート,1200,不良,２勝クラス
202606040610,16,8,16,リリージェーン,牝6,56.0,菅原隆,0:1:11.5,2,16,315.4,37.9,,美浦 小手川,450(+10),ダート,1200,不良,２勝クラス
