,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040704,1,4,4,キャピタルストーン,牡2,55.0,大野,0:1:49.6,,1,1.8,37.0,,美浦 久保田,436(+6),芝,1800,重,未勝利
202606040704,2,7,7,ドナリー,牝2,53.0,△石神道,0:1:49.6,アタマ,4,8.1,37.5,,美浦 林,406(+6),芝,1800,重,未勝利
202606040704,3,3,3,アニエーネ,牝2,55.0,柴田大,0:1:50.1,3,3,6.0,37.2,,美浦 和田勇,438(-4),芝,1800,重,未勝利
202606040704,4,8,9,コスモバルムンク,牡2,55.0,菊沢,0:1:50.8,4,6,26.7,38.4,,美浦 小手川,418(-14),芝,1800,重,未勝利
202606040704,5,6,6,クシェドゥソレイユ,牝2,55.0,横山武,0:1:51.0,1,2,3.8,38.3,,美浦 辻,478(+2),芝,1800,重,未勝利
202606040704,6,1,1,サンアンドスターズ,牝2,53.0,◇小林美,0:1:52.2,7,8,41.2,38.4,,美浦 畠山,412(0),芝,1800,重,未勝利
202606040704,7,5,5,トーセンシントラ,牡2,55.0,丹内,0:1:52.5,2,5,14.6,39.6,,美浦 中舘,494(+2),芝,1800,重,未勝利
202606040704,8,2,2,マイネルアルディ,牡2,55.0,佐々木,0:1:52.8,1.1/2,9,108.0,38.0,,美浦 菊川,422(-8),芝,1800,重,未勝利
202606040704,9,8,10,キャッチアップ,牝2,55.0,武藤,0:1:52.8,クビ,10,217.7,38.6,,美浦 小野,428(+2),芝,1800,重,未勝利
202606040704,10,7,8,エレスレイプニル,牡2,55.0,木幡巧,0:1:53.2,2.1/2,7,35.5,39.8,,美浦 杉浦,440(-4),芝,1800,重,未勝利
