,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040802,1,8,11,ハンサム,牡2,55.0,丹内,0:1:37.2,,4,5.3,35.8,,栗東 清水久,458(-6),芝,1600,重,未勝利
202606040802,2,7,10,ヴェントリナ,牝2,55.0,津村,0:1:38.3,7,3,3.9,37.1,,美浦 相沢,450(+14),芝,1600,重,未勝利
202606040802,3,6,8,ウィルステート,牡2,55.0,ルメー,0:1:38.4,1/2,2,3.5,36.8,,美浦 黒岩,464(+2),芝,1600,重,未勝利
202606040802,4,3,3,ニーナラルゴ,牝2,55.0,原田和,0:1:38.4,ハナ,1,3.4,37.5,,美浦 上原博,438(0),芝,1600,重,未勝利
202606040802,5,7,9,エコロテラ,牡2,55.0,菊沢,0:1:38.5,1,7,27.8,36.8,,美浦 菊沢,442(-2),芝,1600,重,未勝利
202606040802,6,4,4,タッカーヴィーチェ,牝2,55.0,丸山,0:1:38.6,1/2,6,26.3,37.9,,美浦 田島,420(-2),芝,1600,重,未勝利
202606040802,7,6,7,サムワンユーラヴド,牝2,53.0,◇小林美,0:1:39.1,3,5,11.8,38.0,,美浦 大和田,388(+2),芝,1600,重,未勝利
202606040802,8,2,2,マルスフィス,牡2,55.0,岩田康,0:1:39.3,1.1/4,8,28.3,36.7,,美浦 斎藤誠,486(-6),芝,1600,重,未勝利
202606040802,9,8,12,リキマル,牡2,55.0,原,0:1:39.3,クビ,9,41.6,37.5,,美浦 青木,488(+8),芝,1600,重,未勝利
202606040802,10,5,5,オシゴリ,牝2,55.0,内田博,0:1:40.1,5,12,265.0,38.0,,美浦 深山,418(-2),芝,1600,重,未勝利
202606040802,11,1,1,ブラックナザレ,牡2,55.0,小崎,0:1:40.8,4,10,120.3,39.1,,美浦 佐藤吉,486(+16),芝,1600,重,未勝利
202606040802,12,5,6,リオンパリス,牡2,55.0,木幡巧,0:1:40.9,クビ,11,169.9,38.7,,美浦 清水英,444(+4),芝,1600,重,未勝利
