,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040604,1,2,3,マートングレイス,牝2,55.0,岩田康,0:1:53.7,,5,10.2,37.9,,美浦 高木,442(0),ダート,1800,不良,新馬
202606040604,2,5,10,ブリスブリンク,牝2,55.0,津村,0:1:53.8,1/2,1,3.6,38.5,,美浦 辻,496(0),ダート,1800,不良,新馬
202606040604,3,2,4,シャローオネスト,牡2,55.0,ミシェ,0:1:53.8,ハナ,10,26.4,37.6,,栗東 安田,438(0),ダート,1800,不良,新馬
202606040604,4,1,2,ワンダーマーベル,牡2,55.0,横山琉,0:1:54.0,1.1/4,8,14.9,37.8,,美浦 斎藤誠,510(0),ダート,1800,不良,新馬
202606040604,5,5,9,フレイムオブキング,牡2,55.0,ルメー,0:1:54.4,2,3,6.1,39.5,,美浦 稲垣,496(0),ダート,1800,不良,新馬
202606040604,6,8,16,ディスクリートサム,牡2,55.0,丹内,0:1:55.1,4,12,31.7,39.9,,美浦 栗田,472(0),ダート,1800,不良,新馬
202606040604,7,8,15,サクシードシチー,牡2,55.0,武豊,0:1:55.7,3.1/2,2,5.4,40.5,,美浦 伊藤圭,500(0),ダート,1800,不良,新馬
202606040604,8,4,7,ルバルマン,牡2,55.0,大野,0:1:55.8,1/2,9,21.3,40.4,,美浦 堀内,460(0),ダート,1800,不良,新馬
202606040604,9,6,11,グランレーヴ,牡2,55.0,菊沢,0:1:55.9,1/2,7,12.5,40.3,,美浦 武市,484(0),ダート,1800,不良,新馬
202606040604,10,7,13,エコロガレル,牡2,55.0,三浦,0:1:56.2,2,4,9.5,40.6,,美浦 中舘,454(0),ダート,1800,不良,新馬
202606040604,11,6,12,パウンドザロック,牝2,55.0,西村淳,0:1:56.4,1.1/4,6,12.2,41.3,,美浦 宮田,530(0),ダート,1800,不良,新馬
202606040604,12,3,5,レガシーマインド,牡2,55.0,佐々木,0:1:56.4,ハナ,13,36.8,40.3,,栗東 西園翔,508(0),ダート,1800,不良,新馬
202606040604,13,1,1,ロードベラヴィータ,牡2,55.0,横山和,0:1:56.4,ハナ,11,29.6,39.4,,美浦 上原佑,468(0),ダート,1800,不良,新馬
202606040604,14,4,8,アイファーニキーヤ,牝2,55.0,松岡,0:1:58.2,大,15,166.7,41.8,,美浦 蛯名利,420(0),ダート,1800,不良,新馬
202606040604,15,7,14,エマルタ,牝2,53.0,△石田,0:1:58.3,クビ,14,106.3,42.4,,美浦 浅利,468(0),ダート,1800,不良,新馬
202606040604,16,3,6,アフォーダビリティ,牝2,52.0,▲上里,0:2:02.2,大,16,200.8,43.9,,美浦 和田雄,446(0),ダート,1800,不良,新馬
