,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040609,1,6,8,ニヒトツーゼーア,牡4,55.0,ルメー,0:2:31.1,,3,4.6,37.8,,栗東 中竹,508(-12),ダート,2400,不良,２勝クラス
202606040609,2,7,10,シャローファースト,牡3,54.0,横山和,0:2:31.1,アタマ,2,4.3,38.0,,栗東 安田,542(+12),ダート,2400,不良,２勝クラス
202606040609,3,3,3,コズミックダンサー,牡4,57.0,西村淳,0:2:31.6,3,1,3.1,38.1,,栗東 橋田,488(-4),ダート,2400,不良,２勝クラス
202606040609,4,5,5,マッドゲイル,牡3,53.0,横山武,0:2:32.5,5,5,6.9,38.8,,美浦 上原佑,454(+6),ダート,2400,不良,２勝クラス
202606040609,5,8,12,エーデル,牝5,51.0,丸田,0:2:32.9,2.1/2,6,23.4,38.8,,美浦 金成,466(-6),ダート,2400,不良,２勝クラス
202606040609,6,7,9,オオタチ,牡4,57.0,佐々木,0:2:33.1,1.1/4,4,6.0,39.4,,美浦 久保田,470(+4),ダート,2400,不良,２勝クラス
202606040609,7,6,7,カフェアローロ,牝5,52.0,石神道,0:2:33.5,2.1/2,10,43.1,39.1,,美浦 古賀慎,520(+2),ダート,2400,不良,２勝クラス
202606040609,8,5,6,ビップチェイス,牡5,54.0,杉原,0:2:35.5,大,9,40.9,40.9,,美浦 田島,464(+4),ダート,2400,不良,２勝クラス
202606040609,9,1,1,キタノファーンヒル,牝3,50.0,江田照,0:2:35.6,1/2,8,34.6,41.3,,栗東 加藤公,474(0),ダート,2400,不良,２勝クラス
202606040609,10,2,2,ビッグベルーガ,牡6,54.0,菊沢,0:2:35.9,2,7,34.6,41.4,,栗東 牧浦,474(-4),ダート,2400,不良,２勝クラス
202606040609,11,4,4,コルデアニル,牝6,50.0,上里,0:2:36.3,2.1/2,12,105.6,42.2,,美浦 金成,484(+10),ダート,2400,不良,２勝クラス
202606040609,12,8,11,ダブルジャッジ,セ5,53.0,ミシェ,0:2:36.9,4,11,60.5,41.0,,栗東 笹田,500(-4),ダート,2400,不良,２勝クラス
