,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040807,1,3,6,ダノンファンスター,牡3,55.0,ルメー,0:2:04.0,,1,1.7,36.7,,美浦 田中博,456(-6),芝,2000,重,１勝クラス
202606040807,2,7,13,カテドラルクォーツ,牡3,55.0,岩田康,0:2:04.3,1.3/4,8,21.6,37.3,,美浦 菊沢,474(+4),芝,2000,重,１勝クラス
202606040807,3,8,16,ミッドセンチュリー,牡4,58.0,嶋田,0:2:05.3,6,2,8.7,37.6,,美浦 松山,474(+6),芝,2000,重,１勝クラス
202606040807,4,3,5,ベルウッドバイオ,牡3,54.0,☆長浜,0:2:05.7,2.1/2,7,21.0,37.1,,美浦 高橋文,480(0),芝,2000,重,１勝クラス
202606040807,5,4,8,リアルショット,牡4,58.0,木幡巧,0:2:05.9,1.1/4,16,353.7,38.3,,美浦 加藤征,462(-4),芝,2000,重,１勝クラス
202606040807,6,6,12,ルンベーラ,牝3,53.0,佐々木,0:2:06.3,2,5,16.4,38.9,,美浦 菊川,460(0),芝,2000,重,１勝クラス
202606040807,7,2,3,サクラアドリア,牡4,58.0,田辺,0:2:06.5,1.1/2,6,19.7,37.0,,美浦 尾関,484(-2),芝,2000,重,１勝クラス
202606040807,8,4,7,グランアルト,牡3,55.0,横山琉,0:2:06.6,クビ,12,46.9,38.0,,美浦 斎藤誠,518(+10),芝,2000,重,１勝クラス
202606040807,9,1,2,マイネルクオリア,牡3,55.0,丹内,0:2:06.8,1.1/4,4,11.8,38.0,,美浦 武市,502(0),芝,2000,重,１勝クラス
202606040807,10,6,11,ロスパレドネス,牡3,55.0,津村,0:2:06.9,クビ,10,25.4,38.5,,美浦 木村,498(-2),芝,2000,重,１勝クラス
202606040807,11,7,14,タイキアロハ,牡3,55.0,菊沢,0:2:07.1,1,13,134.3,38.9,,美浦 西田,504(+18),芝,2000,重,１勝クラス
202606040807,12,1,1,マイバラード,牡6,55.0,▲遠藤,0:2:07.2,3/4,11,44.2,38.7,,美浦 松永康,476(-2),芝,2000,重,１勝クラス
202606040807,13,8,18,キングプロフィット,牡5,56.0,△石田,0:2:07.2,アタマ,18,424.5,37.8,,美浦 天間,480(-6),芝,2000,重,１勝クラス
202606040807,14,5,10,ペプチドドリーム,牡3,55.0,野中,0:2:07.5,1.3/4,9,22.3,40.2,,美浦 松尾,464(0),芝,2000,重,１勝クラス
202606040807,15,8,17,ヴァルカンテソーロ,牡3,55.0,戸崎圭,0:2:07.5,クビ,3,8.8,39.5,,美浦 嘉藤,446(0),芝,2000,重,１勝クラス
202606040807,16,2,4,ジンガー,牡4,58.0,柴田大,0:2:09.1,10,17,360.1,40.5,,美浦 粕谷,496(-2),芝,2000,重,１勝クラス
202606040807,17,5,9,リーゼノアール,セ6,58.0,原,0:2:09.5,2,14,145.5,40.0,,美浦 清水英,498(+6),芝,2000,重,１勝クラス
202606040807,18,7,15,ハードワーカー,牝4,56.0,江田照,0:2:14.4,大,15,162.1,46.0,,美浦 竹内,468(+8),芝,2000,重,１勝クラス
