,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040712,1,7,13,ジェイエルキャリア,牡3,56.0,丸山,0:1:10.7,,1,1.9,,,美浦 松尾,456(0),ダート,1200,稍重,１勝クラス
202606040712,2,6,12,ソードスレイプニル,牝3,53.0,☆長浜,0:1:11.3,3.1/2,5,13.3,,,美浦 鈴木慎,456(-2),ダート,1200,稍重,１勝クラス
202606040712,3,8,15,シルバードン,牡4,58.0,木幡巧,0:1:11.6,1.1/2,3,8.2,,,美浦 牧,484(+2),ダート,1200,稍重,１勝クラス
202606040712,4,1,2,ロードストラダーレ,牡3,56.0,丸田,0:1:11.6,クビ,10,32.4,,,美浦 本間,496(+10),ダート,1200,稍重,１勝クラス
202606040712,5,2,3,フュルスティン,牝3,51.0,▲上里,0:1:11.7,クビ,2,6.6,,,美浦 加藤士,476(-6),ダート,1200,稍重,１勝クラス
202606040712,6,4,8,ホウオウガイア,牝4,56.0,丹内,0:1:11.7,アタマ,9,25.0,,,美浦 大竹,444(-10),ダート,1200,稍重,１勝クラス
202606040712,7,6,11,エコロバロン,牡3,56.0,菊沢,0:1:11.8,1/2,4,9.6,,,美浦 菊沢,504(+2),ダート,1200,稍重,１勝クラス
202606040712,8,1,1,キイチムーブメント,セ3,56.0,原,0:1:11.8,アタマ,11,46.7,,,美浦 青木,468(-6),ダート,1200,稍重,１勝クラス
202606040712,9,5,9,アルシャンティ,牝4,56.0,木幡初,0:1:11.9,クビ,13,54.9,,,美浦 室井,438(+2),ダート,1200,稍重,１勝クラス
202606040712,10,8,16,ノースブルースカイ,牝3,54.0,佐々木,0:1:12.5,3.1/2,7,19.6,,,美浦 堀内,424(+16),ダート,1200,稍重,１勝クラス
202606040712,11,5,10,カサブランカキッド,牡6,58.0,野中悠,0:1:12.5,クビ,12,47.8,,,美浦 和田勇,514(-10),ダート,1200,稍重,１勝クラス
202606040712,12,7,14,エフエイト,牡5,58.0,横山和,0:1:12.8,1.3/4,6,18.8,,,美浦 小野,442(0),ダート,1200,稍重,１勝クラス
202606040712,13,3,5,アレーティア,牝4,53.0,▲佐藤,0:1:12.9,クビ,8,24.3,,,美浦 上原博,512(+10),ダート,1200,稍重,１勝クラス
202606040712,14,3,6,カシノリアーナ,牝3,51.0,▲遠藤,0:1:12.9,アタマ,15,174.4,,,美浦 天間,428(0),ダート,1200,稍重,１勝クラス
202606040712,15,2,4,デルマエアロール,牝4,56.0,ミシェ,0:1:13.3,2,14,70.9,,,美浦 大和田,462(0),ダート,1200,稍重,１勝クラス
202606040712,16,4,7,アルマグラース,牝4,56.0,武藤,0:1:14.0,4,16,219.4,,,美浦 水野,454(-2),ダート,1200,稍重,１勝クラス
