,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040803,1,2,3,モルスリール,牡2,55.0,戸崎圭,0:1:55.5,,1,2.6,,,美浦 高木,532(0),ダート,1800,重,新馬
202606040803,2,3,5,プラチナリーフ,牡2,55.0,ルメー,0:1:55.7,1.1/4,2,3.8,,,美浦 林,532(0),ダート,1800,重,新馬
202606040803,3,5,9,ツイストマインド,牡2,55.0,内田博,0:1:55.8,3/4,4,9.0,,,美浦 古賀慎,476(0),ダート,1800,重,新馬
202606040803,4,6,12,ゼットターム,牡2,55.0,武藤,0:1:56.2,2.1/2,7,22.9,,,美浦 林,466(0),ダート,1800,重,新馬
202606040803,5,2,4,コパノキラキラ,牡2,55.0,柴田大,0:1:56.6,2,10,38.8,,,美浦 上原博,516(0),ダート,1800,重,新馬
202606040803,6,4,8,ブルーサンタ,牡2,55.0,ミシェ,0:1:56.6,クビ,5,9.2,,,美浦 斎藤誠,452(0),ダート,1800,重,新馬
202606040803,7,8,15,ジェイエルバージ,牡2,55.0,田辺,0:1:57.6,6,6,22.6,,,美浦 伊坂,508(0),ダート,1800,重,新馬
202606040803,8,8,16,ココル,牝2,55.0,横山和,0:1:57.7,クビ,9,31.6,,,美浦 村田,442(0),ダート,1800,重,新馬
202606040803,9,7,14,アイビーナツユメ,牝2,55.0,木幡巧,0:1:57.8,1,12,55.3,,,美浦 牧,460(0),ダート,1800,重,新馬
202606040803,10,1,2,ドナミモザ,牝2,54.0,☆長浜,0:1:57.9,クビ,13,64.7,,,美浦 武市,426(0),ダート,1800,重,新馬
202606040803,11,1,1,ロイヤルグルーヴ,牝2,53.0,◇小林美,0:1:58.2,2,8,28.5,,,美浦 柄崎,426(0),ダート,1800,重,新馬
202606040803,12,7,13,ボスヒッツ,セ2,55.0,江田照,0:1:58.8,3.1/2,3,7.1,,,美浦 加藤征,454(0),ダート,1800,重,新馬
202606040803,13,6,11,オレガイチバンイイ,牡2,55.0,原,0:1:59.3,3,14,92.6,,,美浦 鈴木慎,528(0),ダート,1800,重,新馬
202606040803,14,5,10,セイトゥゴールド,牡2,55.0,原田和,0:2:01.4,大,15,214.0,,,美浦 古賀大,460(0),ダート,1800,重,新馬
202606040803,15,4,7,スパーキー,牡2,55.0,杉原,0:2:05.4,大,11,43.1,,,美浦 加藤士,534(0),ダート,1800,重,新馬
202606040803,16,3,6,ブリッド,牡2,55.0,横山琉,0:2:08.1,大,16,215.1,,,美浦 和田勇,492(0),ダート,1800,重,新馬
