,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040812,1,3,6,モーゲンセン,牡3,56.0,丹内,0:1:10.4,,7,13.1,36.1,,美浦 斎藤誠,510(-4),ダート,1200,重,２勝クラス
202606040812,2,5,10,エリカマユーリ,牝4,56.0,ルメー,0:1:10.4,クビ,3,6.4,36.0,,美浦 堀,478(-2),ダート,1200,重,２勝クラス
202606040812,3,7,14,ショウナンタハティ,牡4,58.0,津村,0:1:10.6,1.1/4,8,18.0,35.9,,美浦 中舘,502(-6),ダート,1200,重,２勝クラス
202606040812,4,7,13,クインズポラリス,牝5,56.0,田辺,0:1:10.6,クビ,6,12.7,36.1,,美浦 上原博,502(-2),ダート,1200,重,２勝クラス
202606040812,5,4,7,トヨサカエ,牡3,56.0,吉田豊,0:1:10.7,クビ,2,3.6,35.6,,美浦 高橋文,476(+8),ダート,1200,重,２勝クラス
202606040812,6,8,15,バシレイア,牝4,55.0,☆長浜,0:1:10.9,1.1/4,11,53.6,36.3,,美浦 西田,464(+8),ダート,1200,重,２勝クラス
202606040812,7,5,9,サマースイートピー,牝4,56.0,内田博,0:1:11.0,3/4,9,19.1,36.2,,美浦 千葉,480(-2),ダート,1200,重,２勝クラス
202606040812,8,1,2,ホーリーブライト,牝5,53.0,▲遠藤,0:1:11.1,3/4,16,279.2,36.5,,美浦 竹内,466(+18),ダート,1200,重,２勝クラス
202606040812,9,8,16,ホウオウフロイト,牡5,58.0,杉原,0:1:11.1,アタマ,13,200.1,35.3,,美浦 加藤和,444(+6),ダート,1200,重,２勝クラス
202606040812,10,6,11,ルーフオブヘヴン,牝5,56.0,戸崎圭,0:1:11.5,2,5,11.3,36.4,,美浦 武藤,476(+2),ダート,1200,重,２勝クラス
202606040812,11,2,3,キボウノホシ,セ7,58.0,原,0:1:11.6,1/2,12,136.7,36.4,,美浦 奥平,484(+4),ダート,1200,重,２勝クラス
202606040812,12,6,12,ホウオウプレミア,牡7,58.0,岩田康,0:1:11.6,クビ,10,24.9,35.8,,美浦 奥村武,486(+2),ダート,1200,重,２勝クラス
202606040812,13,3,5,ロッカバイベイビー,牝4,53.0,▲佐藤,0:1:12.1,3,15,263.4,37.1,,美浦 伊藤圭,456(-8),ダート,1200,重,２勝クラス
202606040812,14,2,4,グラスブランシュ,牝5,56.0,野中,0:1:12.1,ハナ,14,225.5,35.4,,美浦 松山,486(+4),ダート,1200,重,２勝クラス
202606040812,15,1,1,ライヴレッドアイ,牝3,54.0,木幡巧,0:1:12.6,3,4,9.1,37.6,,美浦 牧,504(+8),ダート,1200,重,２勝クラス
202606040812,16,4,8,マサノピンクレディ,牝3,54.0,横山武,0:2:28.7,大,1,3.5,,,美浦 小笠,446(-2),ダート,1200,重,２勝クラス
