,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040611,1,6,8,メイショウゲキリン,牡7,57.0,田辺,0:2:16.9,,9,44.5,37.1,,栗東 笹田,520(-8),芝,2200,重,オープン
202606040611,2,1,1,キャントウェイト,牡5,57.0,横山典,0:2:16.9,ハナ,6,12.1,36.5,,美浦 萱野,472(-10),芝,2200,重,オープン
202606040611,3,4,4,ヴーレヴー,牝4,55.0,吉田隼,0:2:17.2,1.3/4,3,3.9,37.1,,栗東 武幸,496(-2),芝,2200,重,オープン
202606040611,4,5,7,レガレイラ,牝5,56.0,戸崎圭,0:2:17.4,1.1/4,1,3.1,37.3,,美浦 木村,490(+6),芝,2200,重,オープン
202606040611,5,2,2,ワイドエンペラー,牡8,57.0,ルメー,0:2:17.7,1.3/4,10,48.1,37.1,,栗東 藤岡健,484(-8),芝,2200,重,オープン
202606040611,6,5,6,パンジャ,牡5,57.0,丹内,0:2:17.7,クビ,7,17.2,37.3,,美浦 金成,492(0),芝,2200,重,オープン
202606040611,7,8,13,ジューンテイク,牡5,58.0,武豊,0:2:18.1,2.1/2,4,10.8,37.7,,栗東 武英,504(+4),芝,2200,重,オープン
202606040611,8,7,10,コスモブッドレア,牡5,57.0,津村,0:2:19.4,8,13,161.2,38.6,,美浦 小野,486(-4),芝,2200,重,オープン
202606040611,9,8,12,エセルフリーダ,牝5,55.0,武藤,0:2:19.9,2.1/2,5,11.4,40.0,,美浦 武藤,488(+6),芝,2200,重,オープン
202606040611,10,3,3,リビアングラス,牡6,57.0,西村淳,0:2:20.0,1/2,8,37.1,39.4,,栗東 矢作,502(+10),芝,2200,重,オープン
202606040611,11,6,9,コスモキュランダ,牡5,57.0,横山武,0:2:21.9,大,2,3.6,41.6,,美浦 加藤士,514(-4),芝,2200,重,オープン
202606040611,12,4,5,アスクドゥポルテ,牡6,57.0,岩田康,0:2:23.1,7,11,135.4,42.4,,栗東 梅田,480(+6),芝,2200,重,オープン
202606040611,13,7,11,セイウンプラチナ,牡7,57.0,内田博,0:2:23.3,1.1/2,12,157.7,43.3,,美浦 千葉,500(-6),芝,2200,重,オープン
