,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040811,1,2,2,サウンドムーブ,牡3,56.0,津村,0:1:36.1,,1,3.4,35.8,,栗東 斉藤崇,448(-6),芝,1600,重,３勝クラス
202606040811,2,3,3,ソルトブリーズ,牡5,58.0,横山琉,0:1:36.4,2,3,5.9,35.9,,美浦 田中剛,462(+2),芝,1600,重,３勝クラス
202606040811,3,5,8,インパクトシー,牡4,58.0,佐々木,0:1:36.7,1.1/2,2,4.5,36.1,,美浦 大竹,546(+8),芝,1600,重,３勝クラス
202606040811,4,7,11,マイネルフルムーン,牡4,58.0,松岡,0:1:36.9,1.1/2,10,36.3,36.2,,栗東 吉田,462(-12),芝,1600,重,３勝クラス
202606040811,5,1,1,エフォートレス,牡5,58.0,横山和,0:1:37.0,1/2,6,11.8,37.0,,美浦 嘉藤,480(-4),芝,1600,重,３勝クラス
202606040811,6,4,5,グラニット,牡6,58.0,江田照,0:1:37.2,1.1/4,11,39.1,37.2,,美浦 大和田,472(0),芝,1600,重,３勝クラス
202606040811,7,6,9,ナヴォーナ,牡6,58.0,吉田豊,0:1:37.6,2,12,75.0,36.6,,栗東 矢作,500(+14),芝,1600,重,３勝クラス
202606040811,8,4,6,アルトゥーム,牡5,58.0,杉原,0:1:38.1,3,13,77.1,36.9,,栗東 藤岡健,444(+4),芝,1600,重,３勝クラス
202606040811,9,8,14,テンミラクルスター,牝4,56.0,岩田康,0:1:38.2,3/4,9,35.7,38.0,,美浦 辻,456(-12),芝,1600,重,３勝クラス
202606040811,10,6,10,ウォータークラーク,牡4,58.0,丹内,0:1:38.4,1.1/4,7,14.9,37.6,,栗東 石橋,478(-6),芝,1600,重,３勝クラス
202606040811,11,8,13,セブンマジシャン,牡6,58.0,横山武,0:1:38.7,1.3/4,8,16.5,37.2,,栗東 高野,496(-8),芝,1600,重,３勝クラス
202606040811,12,7,12,マテンロウブラボー,牡5,58.0,戸崎圭,0:1:39.0,1.1/2,5,9.7,38.6,,栗東 野中,508(0),芝,1600,重,３勝クラス
202606040811,13,3,4,フォルラニーニ,牡5,58.0,ルメー,0:1:39.0,クビ,4,6.8,38.5,,美浦 手塚久,506(-2),芝,1600,重,３勝クラス
202606040811,14,5,7,エスコバル,セ8,58.0,内田博,0:1:43.3,大,14,172.3,40.5,,美浦 高橋文,532(+12),芝,1600,重,３勝クラス
