,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040602,1,7,11,アテナブレイブ,牝2,55.0,三浦,0:1:37.2,,1,2.4,36.5,,美浦 手塚徳,416(-4),芝,1600,重,未勝利
202606040602,2,2,2,フォンターナドーロ,牝2,55.0,菊沢,0:1:38.1,5,5,8.0,37.2,,美浦 菊沢,450(-16),芝,1600,重,未勝利
202606040602,3,5,7,レイナクリューソス,牝2,55.0,石橋脩,0:1:38.5,2.1/2,8,34.1,36.9,,美浦 池上,476(-4),芝,1600,重,未勝利
202606040602,4,1,1,ホワイトホール,牝2,55.0,嶋田,0:1:38.6,1/2,7,29.7,37.2,,美浦 清水英,426(-6),芝,1600,重,未勝利
202606040602,5,3,3,セレスティナ,牝2,55.0,武豊,0:1:38.8,3/4,3,5.5,37.7,,美浦 高柳瑞,424(-2),芝,1600,重,未勝利
202606040602,6,4,5,リアスハート,牝2,55.0,武藤,0:1:39.2,2.1/2,9,39.4,37.8,,美浦 水野,412(-10),芝,1600,重,未勝利
202606040602,7,7,12,ジェイエルキール,牝2,55.0,江田照,0:1:39.3,3/4,4,5.9,38.5,,美浦 菊川,420(-2),芝,1600,重,未勝利
202606040602,8,8,13,セールデュクール,牝2,55.0,木幡巧,0:1:39.8,3,10,48.3,38.6,,美浦 深山,432(-4),芝,1600,重,未勝利
202606040602,9,8,14,ヌンエリン,牝2,53.0,△石田,0:1:40.0,1.1/2,14,190.2,38.2,,美浦 秋本,428(-2),芝,1600,重,未勝利
202606040602,10,6,9,ラヴレイン,牝2,55.0,松岡,0:1:40.5,3,11,86.7,38.1,,美浦 松山,450(-2),芝,1600,重,未勝利
202606040602,11,3,4,ベールダウン,牝2,53.0,△石神道,0:1:40.6,クビ,2,5.4,39.1,,美浦 松尾,450(-6),芝,1600,重,未勝利
202606040602,12,6,10,セイウンコハルタ,牝2,54.0,☆長浜,0:1:42.0,8,12,100.5,40.3,,美浦 柄崎,416(+8),芝,1600,重,未勝利
202606040602,13,5,8,アヴァンデセール,牝2,55.0,丹内,0:1:43.1,7,6,21.2,42.1,,美浦 田中剛,490(0),芝,1600,重,未勝利
202606040602,14,4,6,カラスアゲハ,牝2,52.0,▲佐藤,0:1:44.0,5,13,175.6,38.8,,美浦 佐藤吉,406(0),芝,1600,重,未勝利
