,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040711,1,7,14,レディーフランシス,牝4,53.0,大野,0:1:52.0,,7,13.7,37.3,,美浦 和田勇,446(0),ダート,1800,稍重,３勝クラス
202606040711,2,2,3,ディーズゴールド,牡4,55.0,丹内祐,0:1:52.2,1.1/4,2,4.9,37.4,,美浦 中舘,492(+8),ダート,1800,稍重,３勝クラス
202606040711,3,6,12,リフレックス,牡3,54.0,横山武,0:1:52.3,3/4,1,4.2,37.4,,美浦 金成,468(+4),ダート,1800,稍重,３勝クラス
202606040711,4,3,5,サノノワンダー,牡4,55.0,田辺,0:1:52.4,3/4,3,6.1,36.9,,美浦 栗田,528(+6),ダート,1800,稍重,３勝クラス
202606040711,5,8,15,ゲキザル,牡7,55.0,小林脩,0:1:52.5,クビ,6,13.4,37.3,,美浦 青木,478(+4),ダート,1800,稍重,３勝クラス
202606040711,6,2,4,グレイテストソング,牡4,54.0,国分恭,0:1:52.5,アタマ,8,18.3,36.7,,美浦 小笠,448(+8),ダート,1800,稍重,３勝クラス
202606040711,7,8,16,ルーラーリッチ,セ6,54.0,武藤,0:1:52.6,1/2,15,55.2,37.6,,美浦 小島,498(-2),ダート,1800,稍重,３勝クラス
202606040711,8,7,13,ハッスルダンク,セ6,54.0,江田照,0:1:52.8,1,12,35.3,36.8,,美浦 中川,446(+8),ダート,1800,稍重,３勝クラス
202606040711,9,3,6,タンゴバイラリン,セ5,54.0,原田和,0:1:52.9,1,14,54.1,37.0,,美浦 栗田,512(-4),ダート,1800,稍重,３勝クラス
202606040711,10,1,2,キョウエイフロイデ,牝5,54.0,原,0:1:53.1,1,4,7.4,36.9,,美浦 中川,498(0),ダート,1800,稍重,３勝クラス
202606040711,11,5,9,ラオラシオン,セ5,55.0,斎藤,0:1:53.4,1.1/2,9,19.5,37.9,,美浦 斎藤誠,492(+2),ダート,1800,稍重,３勝クラス
202606040711,12,6,11,ダカラフェスティヴ,牝4,53.0,長浜,0:1:53.6,1.1/4,10,34.3,37.7,,美浦 奥平,468(+4),ダート,1800,稍重,３勝クラス
202606040711,13,5,10,ブルータス,牡4,56.0,石橋脩,0:1:53.8,1.1/4,5,9.2,38.7,,美浦 高柳瑞,466(-6),ダート,1800,稍重,３勝クラス
202606040711,14,4,8,ブロッケンボウ,牡5,55.0,ミシェ,0:1:54.1,1.1/2,11,35.0,38.8,,美浦 松永康,474(0),ダート,1800,稍重,３勝クラス
202606040711,15,4,7,オレデイイノカ,牡8,52.0,内田博,0:1:54.3,1,16,96.0,38.6,,美浦 古賀慎,508(-6),ダート,1800,稍重,３勝クラス
202606040711,16,1,1,マーシヴィガラス,牡6,54.0,佐々木,0:1:56.6,大,13,42.8,40.2,,美浦 的場,512(+6),ダート,1800,稍重,３勝クラス
