,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040801,1,3,3,アンミツ,牝2,53.0,◇小林美,0:1:11.7,,4,5.7,,,栗東 杉山佳,426(-12),ダート,1200,重,未勝利
202606040801,2,7,11,ハクタカ,牡2,55.0,内田博,0:1:12.1,2,9,134.9,,,美浦 和田雄,458(+8),ダート,1200,重,未勝利
202606040801,3,7,10,ハイトラクション,牡2,54.0,☆長浜,0:1:12.1,クビ,7,23.0,,,美浦 中舘,474(-2),ダート,1200,重,未勝利
202606040801,4,1,1,アルビオンライズ,牡2,55.0,ミシェ,0:1:12.2,アタマ,1,2.2,,,美浦 和田郎,488(+2),ダート,1200,重,未勝利
202606040801,5,8,13,ファイアリーボルト,牡2,55.0,菊沢,0:1:12.2,アタマ,6,21.5,,,美浦 石栗,438(+2),ダート,1200,重,未勝利
202606040801,6,4,4,リコルディオーロ,牡2,52.0,▲佐藤,0:1:12.3,1/2,3,5.6,,,美浦 伊藤圭,440(-4),ダート,1200,重,未勝利
202606040801,7,6,9,アイビーカイロス,牝2,55.0,木幡巧,0:1:12.5,1.1/4,5,9.2,,,美浦 牧,460(+2),ダート,1200,重,未勝利
202606040801,8,8,12,アーバーバイティ,牡2,55.0,嶋田,0:1:13.9,8,2,4.7,,,美浦 武市,458(0),ダート,1200,重,未勝利
202606040801,9,6,8,スヴァラ,牝2,55.0,原田和,0:1:14.1,1,11,200.5,,,美浦 栗田,444(-8),ダート,1200,重,未勝利
202606040801,10,5,7,ヴァンデエス,牝2,55.0,杉原,0:1:14.1,クビ,13,364.6,,,美浦 中舘,440(0),ダート,1200,重,未勝利
202606040801,11,5,6,クリアマインド,牝2,55.0,原,0:1:14.1,ハナ,10,171.8,,,美浦 高柳瑞,458(-4),ダート,1200,重,未勝利
202606040801,12,4,5,コウソクレムリア,牝2,55.0,黛,0:1:15.0,5,8,32.3,,,美浦 武藤,450(+8),ダート,1200,重,未勝利
202606040801,13,2,2,トパーズヘッド,牡2,55.0,菅原隆,0:1:15.2,1.1/4,12,271.8,,,美浦 佐藤吉,484(0),ダート,1200,重,未勝利
