,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040508,1,4,6,マタミカンサン,牝4,56.0,ルメー,0:1:53.5,,1.0,2.1,38.5,,美浦 加藤士,468(+2),ダート,1800,良,１勝クラス
202606040508,2,1,1,ティルベリー,牝3,53.0,丸山,0:1:54.1,3.1/2,3.0,7.0,38.0,,美浦 宮田,472(-4),ダート,1800,良,１勝クラス
202606040508,3,8,13,エコロストーム,牝3,53.0,丹内,0:1:54.4,2,6.0,18.0,38.8,,美浦 千葉,460(-6),ダート,1800,良,１勝クラス
202606040508,4,4,5,ヴァレンティーニ,牝3,53.0,津村,0:1:54.6,1.1/2,2.0,3.3,38.9,,美浦 新開,490(+6),ダート,1800,良,１勝クラス
202606040508,5,6,9,エウテルペ,牝4,54.0,△石神道,0:1:55.1,3,7.0,28.3,39.3,,美浦 和田郎,474(+8),ダート,1800,良,１勝クラス
202606040508,6,5,8,デルマホダカ,牝3,50.0,▲遠藤,0:1:55.3,1,5.0,17.7,39.5,,美浦 菊沢,486(0),ダート,1800,良,１勝クラス
202606040508,7,7,12,キタノエピックアン,牝3,50.0,▲上里,0:1:55.6,1.3/4,4.0,7.7,40.2,,美浦 萱野,460(-6),ダート,1800,良,１勝クラス
202606040508,8,3,4,カサビセンス,牝4,56.0,ミシェ,0:1:55.9,2,10.0,81.8,39.5,,美浦 新開,450(+4),ダート,1800,良,１勝クラス
202606040508,9,6,10,ビスケットマリー,牝4,56.0,大野,0:1:56.4,2.1/2,11.0,212.7,40.0,,美浦 和田雄,436(+12),ダート,1800,良,１勝クラス
202606040508,10,7,11,ジャストキュート,牝3,53.0,黛,0:1:56.5,3/4,12.0,259.6,41.2,,美浦 武藤,464(+6),ダート,1800,良,１勝クラス
202606040508,11,2,2,テンクウハット,牝6,53.0,▲水沼,0:2:00.2,大,13.0,377.0,44.3,,美浦 加藤和,480(+6),ダート,1800,良,１勝クラス
202606040508,12,3,3,ルージュカエラ,牝5,56.0,原,0:2:00.3,1/2,9.0,67.4,44.1,,美浦 古賀慎,444(+6),ダート,1800,良,１勝クラス
202606040508,13,8,14,ペプロス,牝4,55.0,☆長浜,0:2:02.3,大,8.0,57.9,46.6,,美浦 矢野,464(-6),ダート,1800,良,１勝クラス
202606040508,除外,5,7,アスコットヴェール,牝3,53.0,横山武,,,,,,,美浦 竹内,476(-4),ダート,1800,良,１勝クラス
