,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040709,1,2,4,エアトベーレ,牝3,53.0,嶋田,0:1:52.3,,6,18.5,38.6,,美浦 手塚久,410(-6),ダート,1800,稍重,２勝クラス
202606040709,2,7,14,ヴンダーバール,牝3,53.0,斎藤,0:1:52.5,1.1/4,1,2.9,39.0,,美浦 斎藤誠,494(+8),ダート,1800,稍重,２勝クラス
202606040709,3,5,10,ヴァリオーサ,牝4,56.0,大野,0:1:52.7,1.1/4,16,172.8,38.4,,美浦 新開,500(+20),ダート,1800,稍重,２勝クラス
202606040709,4,6,11,ロイスター,牝3,53.0,西塚,0:1:52.8,3/4,4,9.4,38.5,,栗東 笹田,466(-2),ダート,1800,稍重,２勝クラス
202606040709,5,4,7,コパノエビータ,牝5,56.0,長浜,0:1:53.0,1.1/4,15,156.8,39.1,,美浦 手塚久,438(+4),ダート,1800,稍重,２勝クラス
202606040709,6,1,2,ヴァズレーヌ,牝5,56.0,横山和,0:1:53.0,ハナ,7,19.5,39.3,,美浦 嘉藤,476(-8),ダート,1800,稍重,２勝クラス
202606040709,7,8,16,ユーヴェリア,牝5,56.0,国分恭,0:1:53.2,1,12,69.6,39.2,,栗東 中尾,450(+14),ダート,1800,稍重,２勝クラス
202606040709,8,1,1,コンアフェット,牝4,56.0,丹内,0:1:53.7,2.1/2,8,20.6,39.6,,美浦 斎藤誠,484(+2),ダート,1800,稍重,２勝クラス
202606040709,9,4,8,カスバートテソーロ,牝4,56.0,原,0:1:53.9,1.1/4,10,56.7,39.4,,美浦 畠山,450(-12),ダート,1800,稍重,２勝クラス
202606040709,10,2,3,パースウェイド,牝4,56.0,田辺,0:1:54.5,4,2,4.0,41.3,,美浦 中舘,480(-2),ダート,1800,稍重,２勝クラス
202606040709,11,6,12,レーヴドレフォン,牝5,56.0,丸田,0:1:54.6,クビ,11,58.3,40.5,,栗東 橋田,476(0),ダート,1800,稍重,２勝クラス
202606040709,12,8,15,ステラスプレンダー,牝5,56.0,ミシェ,0:1:54.8,1.1/2,13,107.3,40.8,,栗東 石坂,470(+20),ダート,1800,稍重,２勝クラス
202606040709,13,5,9,ルージュマローネ,牝4,56.0,佐々木,0:1:55.1,1.3/4,14,131.8,41.1,,美浦 栗田,476(-6),ダート,1800,稍重,２勝クラス
202606040709,14,3,5,サファイアテソーロ,牝3,53.0,木幡巧,0:1:55.3,1,5,12.5,41.8,,美浦 高木,450(+4),ダート,1800,稍重,２勝クラス
202606040709,15,3,6,フィールオーサム,牝4,56.0,横山武,0:1:55.8,3,3,4.3,42.5,,美浦 岩戸,448(0),ダート,1800,稍重,２勝クラス
202606040709,16,7,13,セレーノ,牝3,53.0,丸山,0:1:59.7,大,9,55.2,46.0,,栗東 高橋亮,462(+4),ダート,1800,稍重,２勝クラス
