,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040504,1,3,5,シルバーノリダー,牡2,53.0,◇小林美,0:1:09.6,,6,12.9,34.4,,美浦 伊藤大,436(0),芝,1200,良,新馬
202606040504,2,1,2,ゼーゲルン,牡2,55.0,小林脩,0:1:10.1,3,3,4.3,34.3,,美浦 斎藤誠,508(0),芝,1200,良,新馬
202606040504,3,5,9,ニホンノヨアケゼヨ,牡2,55.0,野中,0:1:10.2,1/2,9,29.6,34.6,,美浦 村田,460(0),芝,1200,良,新馬
202606040504,4,7,13,シクラメン,牝2,55.0,柴田大,0:1:10.3,3/4,8,27.5,34.7,,美浦 和田雄,430(0),芝,1200,良,新馬
202606040504,5,5,10,フクチャンヨシ,牝2,55.0,戸崎圭,0:1:10.5,1.1/4,2,4.2,35.1,,美浦 加藤征,418(0),芝,1200,良,新馬
202606040504,6,7,14,ペルラビアンカ,牝2,55.0,岩田康,0:1:10.6,クビ,5,12.4,34.8,,美浦 青木,430(0),芝,1200,良,新馬
202606040504,7,3,6,ルナロマンティカ,牝2,55.0,横山琉,0:1:10.7,1/2,1,3.6,34.6,,美浦 鈴木慎,460(0),芝,1200,良,新馬
202606040504,8,1,1,ロジパンドラ,牝2,55.0,大野,0:1:10.8,3/4,4,6.3,34.3,,美浦 新開,438(0),芝,1200,良,新馬
202606040504,9,2,4,サンエルディーケー,牝2,52.0,▲佐藤,0:1:10.8,クビ,15,106.1,34.3,,美浦 岩戸,462(0),芝,1200,良,新馬
202606040504,10,8,16,キャンディメモリー,牝2,55.0,松岡,0:1:10.9,クビ,10,59.4,34.9,,美浦 粕谷,400(0),芝,1200,良,新馬
202606040504,11,2,3,シウンハゴロモ,牝2,54.0,☆長浜,0:1:11.0,1,7,25.2,35.5,,美浦 浅利,438(0),芝,1200,良,新馬
202606040504,12,6,12,ニシノハナカケル,牝2,55.0,杉原,0:1:11.4,2.1/2,16,109.0,34.4,,美浦 加藤和,394(0),芝,1200,良,新馬
202606040504,13,8,15,イキデイナセ,牡2,53.0,△石神道,0:1:11.7,1.1/2,14,103.8,34.1,,美浦 佐藤吉,420(0),芝,1200,良,新馬
202606040504,14,6,11,プリマラクーン,牝2,55.0,原,0:1:11.9,1.1/4,11,67.3,34.9,,美浦 青木,454(0),芝,1200,良,新馬
202606040504,15,4,8,スヴァラ,牝2,55.0,江田照,0:1:12.6,4,13,94.6,34.5,,美浦 栗田,452(0),芝,1200,良,新馬
202606040504,16,4,7,アマルレイナ,牝2,55.0,丹内,0:1:13.5,5,12,68.2,35.7,,美浦 本間,432(0),芝,1200,良,新馬
