,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ラッキースウィッチ,牡2,56.0,団野,蛯名正,476(0),美浦,2023110019,01180,Lucky Vega,Switch Around,Galileo,-2.1761224661216647,13
1,1,2,アイアムアッパレ,牡2,56.0,柴田善,奥平,510(+10),美浦,2023102893,00641,リオンディーズ,カウントオンイット,クロフネ,-3.0103595538385477,16
2,2,3,コスモラムバック,牡2,56.0,武藤,水野,502(+10),美浦,2023106452,01169,ゴールドシップ,ディスポーザブルプレジャー,Giacomo,-2.9040904905925533,15
3,2,4,ピュアエンブレム,牝2,55.0,戸崎圭,小手川,480(-2),美浦,2023107171,05386,サトノダイヤモンド,ピースエンブレム,ウォーエンブレム,0.03472725126165288,2
4,3,5,ニシノヒノトリ,牡2,56.0,菅原明,手塚久,482(0),美浦,2023106254,01179,ルーラーシップ,ニシノアカツキ,オペラハウス,-0.445001932053982,5
5,3,6,セイウンヤオヨロズ,牡2,56.0,野中,上原博,486(+4),美浦,2023100006,01158,セイウンコウセイ,エテ,Congrats,-2.8763029884833866,14
6,4,7,カリドーラ,牝2,55.0,佐々木,田村,494(+4),美浦,2023103527,01197,ブリックスアンドモルタル,フローレスダンサー,ハービンジャー,-1.926000276162334,11
7,4,8,ジャストマイウェイ,牝2,55.0,荻野極,国枝,516(-4),美浦,2023105362,01160,No Nay Never,ジャストイマジニング,War Front,-1.6181459910694518,9
8,5,9,ラージアンサンブル,牡2,56.0,岩田望,武井,472(-2),美浦,2023105560,01174,ベンバトル,ナスノフォルテ,ジャスタウェイ,-0.09985925221905934,3
9,5,10,ジャケットポケット,牡2,56.0,石川,奥村武,460(+4),美浦,2023100615,01150,レイデオロ,サピアウォーフ,クロフネ,-0.7839331254189744,6
10,6,11,セキテイリノ,牡2,56.0,江田照,田中剛,472(-2),美浦,2023103447,00689,サトノダイヤモンド,ステイアライヴ,Iffraaj,-1.5297801372121556,8
11,6,12,ゴールデンダガー,牡2,56.0,鮫島駿,中舘,490(+2),美浦,2023105726,01157,フィエールマン,スサーナトウショウ,ロックオブジブラルタル,1.287204715295723,1
12,7,13,マイネルグレート,牡2,56.0,丹内,鹿戸,460(0),美浦,2023106432,01091,ダノンバラード,オーサムボス,Street Boss,-0.27709225375143837,4
13,7,14,マイネルモンテュス,牡2,56.0,柴田大,和田勇,502(-6),美浦,2023104563,01009,ゴールドシップ,ルージュマジック,アフリート,-3.022134263556598,17
14,7,15,カシノスパーク,牡2,53.0,▲小林美,天間,472(+14),美浦,2023105779,01206,ロジャーバローズ,ビジューブランシュ,Hansen,-1.9643899783273875,12
15,8,16,ロイヤルヤマト,牡2,53.0,▲佐藤,伊藤圭,448(0),美浦,2023104531,01207,フィエールマン,シー,ハービンジャー,-1.9218356301061057,10
16,8,17,エクストラダーク,牡2,56.0,吉田隼,和田雄,434(0),美浦,2023101892,01095,シルバーステート,ガラスマスカレイド,キングカメハメハ,-1.2752847360987731,7
17,8,18,スカーレットジーン,牝2,55.0,木幡巧,水野,426(-2),美浦,2023103465,01162,トーセンラー,ダイワウィズミー,キングカメハメハ,-3.5025915434033235,18
