,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,マテンロウノカゼ,牡4,60.0,森一,昆,486(+2),栗東,2021107052,01139,ドゥラメンテ,ゼフィランサス,キングヘイロー
1,2,2,デザートスター,セ6,60.0,小牧加,笹田,464(-10),栗東,2019101825,01196,サトノアラジン,ファーマペニー,ジャングルポケット
2,3,3,ピコイチ,牡4,57.0,▲坂口,尾形,496(-10),美浦,2021101711,01211,ヘニーヒューズ,アヴァール,キングカメハメハ
3,3,4,シュバルツガイスト,牡5,60.0,伴,国枝,508(+12),美浦,2020103575,01149,キタサンブラック,フリーティングスピリット,Invincible Spirit
4,4,5,ストラクチャー,セ4,60.0,草野,和田郎,470(+24),美浦,2021101216,01113,リアルスティール,サンヴィヴァン,マンハッタンカフェ
5,4,6,アバットゥータ,牡3,56.0,▲井上,中竹,474(-4),栗東,2022101139,01151,ハービンジャー,グッディー,キングカメハメハ
6,5,7,ゴールデンスロープ,セ4,60.0,大江圭,小笠,448(+8),美浦,2021102482,01120,ゴールドシップ,ブリュメール,ティンバーカントリー
7,5,8,アドアプローズ,牡4,60.0,上野,小手川,480(+2),美浦,2021107224,01087,ジャングルポケット,マーシフルレイン,キングカメハメハ
8,6,9,ゴールデンステップ,牝4,58.0,金子,和田勇,494(+4),美浦,2021103555,01052,ブリックスアンドモルタル,ルミナスレッド,トーセンダンス
9,6,10,クラウングスタフ,牡4,60.0,中村,水野,520(+8),美浦,2021101256,01101,レイデオロ,クラウンロゼ,ロサード
10,7,11,リードアクトレス,牝4,58.0,小野寺,安達,492(-2),栗東,2021102654,01123,マジェスティックウォリアー,ブラウンテヌート,シンボリクリスエス
11,7,12,デスティネ,牡8,60.0,江田勇,萱野,488(+6),美浦,2017106490,01023,リアルインパクト,スプリングドリュー,ミシル
12,8,13,トリップトゥムーン,牡6,60.0,石神深,粕谷,470(+6),美浦,2019103193,01059,アドマイヤムーン,レディパッション,ネオユニヴァース
13,8,14,タガノバルコス,牡6,60.0,高田,秋山,482(0),栗東,2019100549,01046,キタサンブラック,タガノレヴェントン,キングカメハメハ
