,式別,馬番,配当,人気
0,単勝,1,370,2
1,複勝,1,150,3
2,複勝,4,150,4
3,複勝,7,130,2
4,馬連,1-4,1040,6
5,ワイド,1-4,350,6
6,ワイド,1-7,290,4
7,ワイド,4-7,220,1
8,馬単,1→4,1710,8
9,3連複,1-4-7,930,4
10,3連単,1→4→7,4630,13
