,式別,馬番,配当,人気
0,単勝,11,170,1
1,複勝,11,110,1
2,複勝,13,250,5
3,複勝,5,280,6
4,枠連,7-8,730,3
5,馬連,11-13,940,3
6,ワイド,11-13,410,3
7,ワイド,5-11,450,4
8,ワイド,5-13,2530,22
9,馬単,11→13,1490,5
10,3連複,5-11-13,4530,13
11,3連単,11→13→5,13150,43
