,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,フウセン,牡3,57.0,武豊,杉山晴,462(0),栗東,2023104552,666,コントレイル,フリートバーティー,Afleet Alex,-0.0013207374521281383,7,-0.15422146481004248,7,,
1,2,2,ヴァンドゥーヴル,牡3,57.0,高杉,石坂,476(+2),栗東,2023105232,1213,オルフェーヴル,オメガドーヴィル,キングカメハメハ,1.0401086177226524,3,0.15953630390961496,3,,
2,3,3,アルジェンテーラ,牝3,55.0,横山武,斉藤崇,432(-6),栗東,2023107057,1170,ドレフォン,ジェンティルドンナ,ディープインパクト,0.279892309654811,5,-0.0694986962835866,5,,
3,4,4,メイショウハーブス,牡3,57.0,吉村,高橋忠,468(-2),栗東,2023104940,1216,リアルスティール,エイシンスイーツ,シンボリクリスエス,0.7977101370804139,4,0.08650743637343938,4,,
4,4,5,ブランニューホーム,牡3,57.0,佐々木,深山,452(+4),美浦,2023106607,1197,フィエールマン,ユメノマイホーム,ストーミングホーム,0.012819797355230741,6,-0.1499612597105665,6,,
5,5,6,グッデイ,牝3,55.0,秋山稔,河嶋,432(+2),栗東,2023106988,1181,フィエールマン,グランワルツ,ロードカナロア,-1.4401388530584713,12,-0.5877029672306309,12,,
6,5,7,ロッククライム,牡3,57.0,国分優,佐藤吉,438(-6),美浦,2023106473,1125,ゴールドシップ,ポップソング,New Approach,2.0648594951703108,1,0.4682692459991223,1,,
7,6,8,エクヴァータル,牡3,57.0,高倉,前川,508(-8),栗東,2023104348,1130,リアルスティール,プリティカポレイ,クロフネ,-0.6768624135380008,10,-0.35774602258503324,10,,
8,6,9,ショウナンバンライ,牡3,57.0,池添,松下,476(+10),栗東,2023107036,1032,オルフェーヴル,シュガーショック,Candy Ride,-1.7027505659628228,13,-0.6668215984379182,13,,
9,7,10,シャインヴィーラ,牡3,57.0,酒井,本田,478(+4),栗東,2023102642,1034,オルフェーヴル,バンビーナミノル,ノヴェリスト,-0.550078383190528,9,-0.31954902508976646,9,,
10,7,11,メイショウテンク,牡3,57.0,団野,荒川,452(0),栗東,2023105021,1180,ポエティックフレア,フェルトベルク,ブラックタイド,1.287694380055648,2,0.23412797541413,2,,
11,8,12,ゼータレティクル,牝3,55.0,斎藤,小手川,458(-2),美浦,2023106416,1178,ビーチパトロール,コスモレティクルム,ダノンシャンティ,-0.32731088407811926,8,-0.2524345029981193,8,,
12,8,13,マイネルシュラハト,牡3,54.0,▲森田,畠山,482(-4),美浦,2023106436,1222,ベンバトル,クードヴァン,ディープインパクト,-1.033958464981019,11,-0.4653305262891349,11,,
