,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ウェイワードアクト,牡6,57.0,戸崎圭,田中博,548(+2),美浦,2020110024,5386,Maclean's Music,Warrior Kat,マジェスティックウォリアー,-0.292191214316876,9,-0.2728615577953925,2,,3,59.0,56.7,54.5,6
1,1,2,ロードフォンス,牡6,57.0,横山和,安田,500(+4),栗東,2020100145,1140,ロードカナロア,オーシュペール,ダイワメジャー,1.761118908788649,1,0.2251785822329852,7,,5,50.1,49.7,45.7,8
2,2,3,オメガギネス,牡6,57.0,岩田康,安田,500(+6),栗東,2020102904,5203,ロゴタイプ,スタートアップ,ハービンジャー,-0.6148382856408563,13,-0.351121140102864,6,,4,53.9,51.1,54.7,5
3,2,4,アルファマム,牝7,55.0,三浦,佐々木,474(+4),栗東,2019103529,1122,マジェスティックウォリアー,ダイオプサイド,フジキセキ,0.7829164539672222,4,-0.0120890774805536,9,,14,45.4,43.1,43.4,10
4,3,5,チカッパ,牡5,57.0,キング,中竹,516(-2),栗東,2021103868,5643,リアルスティール,ユニキャラ,Into Mischief,-0.3930486922253189,11,-0.2973250189429264,12,,15,41.8,43.0,42.5,13
5,3,6,マテンロウコマンド,牡4,57.0,松山,長谷川,520(+1),栗東,2022103622,1126,ドレフォン,ダイアナヘイロー,キングヘイロー,-0.0367938610684693,8,-0.2109137145819509,8,,6,49.8,48.5,52.7,7
6,4,7,ダノンフィーゴ,牡4,56.0,菅原明,友道,468(+4),栗東,2022100623,1179,Into Mischief,オリーズキャンディ,Candy Ride,0.7511098494105528,5,-0.0198039207519013,4,,1,57.4,82.5,78.7,1
7,4,8,インユアパレス,牡5,57.0,川田,須貝,488(0),栗東,2021110126,1088,パレスマリス,クイーンズターフ,ディープインパクト,-2.0997080844236824,16,-0.711283374822291,5,,2,55.7,60.4,56.3,3
8,5,9,エンペラーワケア,牡6,57.0,西村淳,杉山晴,542(+11),栗東,2020101547,1171,ロードカナロア,カラズマッチポイント,Curlin,0.3051674079170396,7,-0.1279693817345392,3,,7,57.7,48.4,55.8,4
9,5,10,バトルクライ,牡7,57.0,原,高木,516(+12),美浦,2019103879,1184,イスラボニータ,ディアコメット,キングカメハメハ,1.4447296711459718,2,0.1484368672597461,14,,12,41.5,43.8,42.9,11
10,6,11,ケイアイドリー,牡9,57.0,杉原,前川,524(-9),栗東,2017101560,1135,エスポワールシチー,アルヴェナ,Seeking the Gold,0.6020154016475028,6,-0.0559674884496324,13,,9,41.6,46.9,42.0,15
11,6,12,マピュース,牝4,54.0,田辺,和田勇,496(+2),美浦,2022105467,1075,マインドユアビスケッツ,フィルムフランセ,シンボリクリスエス,-0.612141228748109,12,-0.3504669561209057,10,,8,44.1,47.8,43.6,9
12,7,13,メイショウカズサ,牡9,57.0,武藤,安達,488(+2),栗東,2017106642,1169,カジノドライヴ,プレシャスエルフ,コロナドズクエスト,0.8530957615012068,3,0.0049332474756283,15,,13,41.3,43.4,42.2,14
13,7,14,ネオトキオ,牡6,57.0,安藤洋,地方荒山勝,462(-6), ,2020101301,5690,キズナ,ドバウィディエティ,Dubawi,-1.7000536786067744,15,-0.6143452971319286,16,,16,40.2,42.3,42.0,16
14,8,15,サントノーレ,牡5,57.0,横山典,地方荒山勝,550(+12), ,2021106935,660,エピカリス,リンガスウーノ,サウスヴィグラス,-0.3118994105000988,10,-0.2776418745514185,1,,11,77.8,45.8,60.3,2
15,8,16,フェブランシェ,牝6,55.0,ルメール,地方藤田輝,544(-7), ,2020103616,5339,リアルスティール,マイティースルー,クロフネ,-1.427869957918408,14,-0.5483258406262286,11,,10,42.9,46.5,42.7,12
