,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,モズラストセール,牡3,57.0,木幡巧,加藤征,494(0),美浦,2023100178,1162,サートゥルナーリア,シルヴァーキトゥン,Kitten's Joy,0.5241052077902285,4,-0.0142166723231416,10,,3,45.7,59.2,46.4,9
1,1,2,ヘヴンリーサイン,牡3,57.0,江田照,深山,466(0),美浦,2023106040,689,エポカドーロ,アグネスエンジェル,ホワイトマズル,0.479196057181692,5,-0.0179918757337209,16,,16,36.3,42.4,39.2,16
2,2,3,アグネスブリッツ,牝3,55.0,横山和,和田勇,444(0),美浦,2023102143,1140,フォーウィールドライブ,アグネスフェアリー,ヴィクトワールピサ,1.1046280746041135,1,0.0345838923060739,8,,11,53.4,44.9,46.4,10
3,2,4,ロードキャリバー,牡3,57.0,ハマーハン,和田勇,506(0),美浦,2023101835,5676,ビッグアーサー,ルージュバンブー,マリエンバード,0.583704296879301,3,-0.0092065868205732,3,,9,56.3,45.9,57.2,4
4,3,5,フェアリーキャット,牝3,55.0,菅原隆,鈴木慎,432(0),美浦,2023104847,1129,ディスクリートキャット,ファイアリーラヴ,パイロ,0.1998757188568473,6,-0.0414724154366402,2,,7,56.5,47.1,49.9,6
5,3,6,サトノフレイ,牡3,57.0,戸崎圭,友道,478(0),栗東,2023103726,5386,サートゥルナーリア,リトルゲルダ,Closing Argument,-0.2816667367187989,8,-0.0819523776713826,9,,13,47.7,42.9,46.6,8
6,4,7,マイシドニー,牡3,55.0,木幡初,新谷,496(0),栗東,2023107511,1153,Wootton Bassett,Monegal,Lope de Vega,-0.6251262334507415,12,-0.1108246552782501,7,,5,54.3,53.2,46.7,7
7,4,8,ロッサコメータ,牝3,55.0,柴田大,吉岡,450(0),栗東,2023103607,1009,エピファネイア,レッドレイチェル,Medaglia d'Oro,-1.360445746854202,15,-0.1726379093089019,11,,10,43.5,45.6,43.8,12
8,5,9,ヤマニンアレシス,牡3,57.0,小林脩,堀内,456(0),美浦,2023104357,1183,イスラボニータ,ヤマニンアストレア,キングカメハメハ,-1.0882835950249627,14,-0.1497591091113082,12,,6,42.6,49.0,45.0,11
9,5,10,ホウオウアシュリン,牝3,55.0,荻野極,吉岡,436(0),栗東,2023105360,1160,ポエティックフレア,オートクレール,デュランダル,-0.4034691623768555,9,-0.0921914698503766,4,,8,55.9,46.0,58.4,3
10,6,11,キトゥンズラスター,牝3,55.0,坂井,橋口,412(0),栗東,2023105282,1163,モーリス,クイーンズキトゥン,ディープインパクト,-0.5388713296122865,10,-0.1035737987659866,15,,12,38.5,43.3,41.6,15
11,6,12,ジャスパーブレイズ,牡3,57.0,キング,森秀,504(0),栗東,2023107530,5643,Beau Liam,Sing Lady Sing,Scat Daddy,0.6449566324619987,2,-0.0040575242561658,13,,14,41.5,42.7,43.2,14
12,7,13,ジェッディンデデン,牝3,53.0,△長浜,大和田,482(0),美浦,2023106606,1214,モズアスコット,ミナレット,スズカマンボ,-0.6516133746230437,13,-0.1130512470604417,14,,15,41.0,42.7,43.3,13
13,7,14,カーブドフェザー,牝3,55.0,ルメール,蛯名正,444(0),美浦,2023107003,5339,サートゥルナーリア,コントラチェック,ディープインパクト,0.1071391513455718,7,-0.0492681408335805,1,,1,76.6,80.5,59.5,2
14,8,15,アスクイキゴミ,牡3,57.0,西村淳,藤原,500(0),栗東,2023105267,1171,ロードカナロア,インピード,Bated Breath,-2.9237603776797623,16,-0.3040550179856214,5,,2,55.2,60.3,79.8,1
15,8,16,トラスティア,牝3,55.0,横山典,菊沢,452(0),美浦,2023107524,660,Authentic,Affianced,More Than Ready,-0.5930590304616676,11,-0.1081289860782835,6,,4,55.0,54.5,52.9,5
