,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ラトラース,セ4,57.0,小沢,中内田,480(+4),栗東,2022105194,1185,キズナ,ローブティサージュ,ウォーエンブレム,1.9501031032748937,2,0.3962043747255281,5,,3,51.6,54.8,55.3,3
1,2,2,ミッキースターダム,セ5,58.0,角田和,前川,476(+14),栗東,2021105765,1186,エピファネイア,ベルダム,ディープインパクト,0.7231400901903263,4,-0.0695489163822042,2,,1,57.2,80.7,77.0,1
2,3,3,フォルテフィオーレ,牡5,55.0,▲舟山,上原佑,456(+2),美浦,2021100165,1221,ドゥラメンテ,ベルフィオーレ,ディープインパクト,0.3348663325134929,7,-0.2169370434571375,6,,9,46.7,45.8,45.5,6
3,4,4,シンゼンカガ,牡4,56.0,松本大輝,荒川,460(+12),栗東,2022105345,1191,トーセンラー,シアン,Smart Strike,-0.016053406764802,8,-0.3501456420379883,4,,4,54.5,47.3,53.6,5
4,4,5,インパクトシー,牡4,57.0,横山琉,大竹,528(+2),美浦,2022101230,1192,フィエールマン,イリリア,ダノンシャンティ,2.9821830252805754,1,0.7879803412657896,1,,2,77.6,56.8,59.9,2
5,5,6,スピンザブラッド,牡5,55.0,▲石神道,萩原,440(+2),美浦,2021105244,1209,ブリックスアンドモルタル,マンハッタンセレブ,サンデーサイレンス,0.5172114860437319,5,-0.1477191008879103,3,,7,56.9,46.2,54.1,4
6,5,7,アーサーズウェイン,牝4,52.0,▲小林美,高橋一,456(+4),栗東,2022106433,1206,ビッグアーサー,アステュート,アグネスタキオン,1.1507232362812805,3,0.092760994666707,9,,5,43.6,46.6,43.7,10
7,6,8,アウローラシエル,牡6,55.0,▲石田,森田,520(+8),栗東,2020101781,1203,アメリカンペイトリオット,ヤヤラーラ,ゼンノロブロイ,-0.7865282229700765,11,-0.6426167088398188,13,,13,41.5,43.5,42.8,13
8,6,9,プリンセスロロ,牝4,55.0,小林凌,戸田,416(-16),美浦,2022105499,1177,ストロングリターン,プリンセスルシータ,サンデーサイレンス,-1.88714849588728,13,-1.0604104881994467,12,,8,42.1,46.1,42.9,12
9,7,10,クラヴァンス,牡4,56.0,☆西塚,友道,480(+4),栗東,2022104669,1200,ロードカナロア,ヴィブロス,ディープインパクト,0.3523806351924202,6,-0.2102886408344212,10,,6,43.5,46.4,43.8,9
10,7,11,フォーカルフラワー,牝6,53.0,▲田山,国枝,456(0),美浦,2020102926,1220,ロードカナロア,ソラリア,Scat Daddy,-1.5467874838024662,12,-0.9312099663803474,7,,11,46.6,45.5,43.8,8
11,8,12,ジャグアール,牡5,56.0,◇今村,矢野,476(+8),美浦,2021102717,1193,ハービンジャー,シルクアイリス,ディープインパクト,-0.339075995963799,9,-0.472764524935972,11,,12,42.1,44.8,43.0,11
12,8,13,ウインベラーノ,牡4,57.0,亀田,宮,460(+4),栗東,2022106231,1176,ウインブライト,サマーソング,ロージズインメイ,-0.4980895320897419,10,-0.5331258210724772,8,,10,46.1,45.5,44.6,7
