,式別,馬番,配当,人気
0,単勝,2,730,3
1,複勝,2,250,3
2,複勝,8,230,2
3,複勝,7,320,6
4,枠連,1-4,1420,6
5,馬連,2-8,2300,8
6,ワイド,2-8,910,9
7,ワイド,2-7,1680,21
8,ワイド,7-8,1010,11
9,馬単,2→8,4160,13
10,3連複,2-7-8,8700,30
11,3連単,2→8→7,36790,106
