,式別,馬番,配当,人気
0,単勝,6,260,1
1,複勝,6,120,1
2,複勝,14,140,2
3,複勝,9,240,4
4,枠連,3-7,620,3
5,馬連,6-14,580,1
6,ワイド,6-14,260,1
7,ワイド,6-9,530,4
8,ワイド,9-14,640,8
9,馬単,6→14,1190,2
10,3連複,6-9-14,2260,3
11,3連単,6→14→9,8000,9
