,式別,馬番,配当,人気
0,単勝,8,320,1
1,複勝,8,130,2
2,複勝,3,260,6
3,複勝,4,140,1
4,枠連,3-7,1430,7
5,馬連,3-8,2570,12
6,ワイド,3-8,690,11
7,ワイド,4-8,260,1
8,ワイド,3-4,540,7
9,馬単,8→3,4690,21
10,3連複,3-4-8,2020,9
11,3連単,8→3→4,13710,49
