,式別,馬番,配当,人気
0,単勝,5,200,1
1,複勝,5,130,1
2,複勝,1,180,3
3,複勝,9,310,6
4,枠連,1-5,690,3
5,馬連,1-5,710,3
6,ワイド,1-5,300,2
7,ワイド,5-9,650,8
8,ワイド,1-9,1300,15
9,馬単,5→1,970,3
10,3連複,1-5-9,3040,10
11,3連単,5→1→9,7930,26
