,式別,馬番,配当,人気
0,単勝,2,690,4
1,複勝,2,330,4
2,複勝,1,260,2
3,馬連,1-2,1200,5
4,ワイド,1-2,450,6
5,ワイド,2-7,580,9
6,ワイド,1-7,470,7
7,馬単,2→1,2540,13
8,3連複,1-2-7,1850,8
9,3連単,2→1→7,10140,42
