,式別,馬番,配当,人気
0,単勝,6,360,2
1,複勝,6,140,2
2,複勝,11,150,1
3,複勝,10,180,5
4,枠連,5-7,580,1
5,馬連,6-11,850,2
6,ワイド,6-11,340,1
7,ワイド,6-10,650,10
8,ワイド,10-11,390,3
9,馬単,6→11,1630,2
10,3連複,6-10-11,2010,4
11,3連単,6→11→10,7970,12
