,式別,馬番,配当,人気
0,単勝,2,960,3
1,複勝,2,120,3
2,複勝,3,100,2
3,複勝,1,100,1
4,枠連,2-3,590,2
5,馬連,2-3,560,2
6,ワイド,2-3,160,2
7,ワイド,1-2,200,3
8,ワイド,1-3,110,1
9,馬単,2→3,2040,5
10,3連複,1-2-3,220,1
11,3連単,2→3→1,3520,11
