,式別,馬番,配当,人気
0,単勝,3,160,1
1,複勝,3,110,1
2,複勝,2,400,6
3,複勝,13,120,2
4,枠連,2-3,2860,8
5,馬連,2-3,2920,7
6,ワイド,2-3,830,10
7,ワイド,3-13,160,1
8,ワイド,2-13,1250,16
9,馬単,3→2,3860,13
10,3連複,2-3-13,3150,9
11,3連単,3→2→13,15530,50
