,式別,馬番,配当,人気
0,単勝,2,120,1
1,複勝,2,110,1
2,複勝,6,170,4
3,複勝,1,190,5
4,馬連,2-6,720,4
5,ワイド,2-6,330,4
6,ワイド,1-2,300,3
7,ワイド,1-6,1230,15
8,馬単,2→6,890,5
9,3連複,1-2-6,1670,8
10,3連単,2→6→1,4310,20
