,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,タキノボリ,牡4,58.0,菊沢,勢司,466(-12),美浦,2022100320,1161,ルヴァンスレーヴ,アグネスアーニャ,アグネスデジタル,0.16943200506647021,7,0.017380477661791523,7,,
1,2,2,ルシャルムール,セ4,58.0,丹内,萩原,460(-4),美浦,2022105863,1091,ルヴァンスレーヴ,ルプレジール,ゴールドアリュール,0.16943200506647021,7,0.017380477661791523,7,,
2,2,3,ウィズマスタング,牡4,58.0,石川,西園翔,452(-2),栗東,2022106045,1150,レイデオロ,ラヴザットマスタング,Candy Ride,1.1099488924150804,3,0.09470120796083478,3,,
3,3,4,マテンロウカナロア,牡4,58.0,松本,野中,484(-2),栗東,2022101445,1191,ロードカナロア,ヒアトゥウィン,Roi Normand,-2.028533048839885,15,-0.1633161854453566,15,,
4,3,5,トクシージェネラル,牡5,58.0,横山琉,辻,522(-6),美浦,2021107279,1192,Omaha Beach,ラッキーナンバー,Smart Strike,1.2331273046165712,2,0.10482781484754942,2,,
5,4,6,タニセンドリーム,牡5,58.0,本田重,加藤士,494(-4),美浦,2021106057,5443,マジェスティックウォリアー,テメノス,ハーツクライ,0.16943200506647021,7,0.017380477661791523,7,,
6,4,7,ハヤブサオヒメサマ,牝4,56.0,吉田隼,渡辺,450(-4),栗東,2022105973,1095,ロードカナロア,フェアリーダンス,アグネスタキオン,0.8488109039856085,4,0.07323282153865056,4,,
7,5,8,ロジルーラー,牡5,58.0,丸山,稲垣,518(+4),美浦,2021105552,1127,ルーラーシップ,シェリール,サンデーサイレンス,1.5472395258055953,1,0.13065126008802563,1,,
8,5,9,ヴェラグエリエロ,牡6,55.0,▲石田,辻,458(-6),美浦,2020102772,1203,レッドファルクス,ウララカ,ワイルドラッシュ,-0.40301522586361294,11,-0.029680918628451822,11,,
9,6,10,ココデイック,牡4,58.0,西塚,藤岡健,484(-6),栗東,2022100912,1200,ゴールドドリーム,ルイーズ,ロージズインメイ,-1.1080567941727262,13,-0.08764301339372876,13,,
10,6,11,シヴァールバーニ,牡4,58.0,斎藤,畑端,458(+1),栗東,2022105734,1178,サトノダイヤモンド,レインボーダリア,ブライアンズタイム,0.16943200506647021,7,0.017380477661791523,7,,
11,7,12,オウケンシルヴァー,牡5,58.0,木幡育,松永康,494(-6),美浦,2021103017,1167,ニューイヤーズデイ,メロウメロディ,キャプテンスティーヴ,-1.1080567941727262,13,-0.08764301339372876,13,,
12,7,13,ラッキーヤース,牡5,55.0,▲小林美,鈴木伸,466(+2),美浦,2021101081,1206,シュヴァルグラン,マザックヤース,キンシャサノキセキ,-1.1080567941727262,13,-0.08764301339372876,13,,
13,8,14,チギリ,牝4,54.0,△舟山,鹿戸,468(0),美浦,2022105429,1221,レッドファルクス,ナチュラルスタンス,フジキセキ,0.16943200506647021,7,0.017380477661791523,7,,
14,8,15,ヒラボクヒーロー,牡5,58.0,黛,平岩,484(0),美浦,2021103004,1109,モーリス,ヒラボクキャロル,ダンスインザダーク,0.16943200506647021,7,0.017380477661791523,7,,
