,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,メイショウサチダケ,牡5,58.0,松山,鈴木孝,494(-4),栗東,2021103210,1126,アドミラブル,メイショウハバネラ,アイルハヴアナザー,1.860964386668409,2,0.5404537646115175,4,,2,56.6,52.8,54.8,3
1,1,2,モンタルチーノ,牡4,58.0,吉村,庄野,526(+16),栗東,2022101369,1216,ビッグアーサー,クェスタボルタ,ノヴェリスト,-0.2499834519548908,10,-0.1397092590725137,8,,10,50.1,47.1,49.3,8
2,2,3,ルクスアドラー,牡5,58.0,鮫島駿,平岩,464(-4),美浦,2021101100,1157,オルフェーヴル,スマートアストリア,ストラヴィンスキー,-1.527702461483707,16,-0.5513997845506133,15,,13,37.2,45.7,40.2,14
3,2,4,サリュエ,牡5,58.0,団野,野中,496(-2),栗東,2021101650,1180,ファインニードル,ザミリア,Cape Cross,0.0038789281669533,8,-0.0579129205254146,1,,4,77.3,49.0,60.5,2
4,3,5,ラガークイン,牝5,56.0,原,大久保,436(0),栗東,2021105416,1184,リアルインパクト,ウォークロニクル,ウォーエンブレム,0.5074124726741212,7,0.1043293158254805,11,,8,47.3,47.3,47.3,10
5,3,6,コルドンブルー,牝4,56.0,岩田望,松永幹,438(0),栗東,2022106619,1174,キズナ,ヴァイセフラウ,キングカメハメハ,-0.4815734519244579,11,-0.2143292718232858,3,,1,56.9,86.7,80.8,1
6,4,7,ペールノエル,セ4,58.0,西村淳,西村,446(0),栗東,2022104817,1171,モーリス,シュプリームギフト,ディープインパクト,1.3172978412092762,3,0.3652803781973383,10,,6,48.1,48.3,52.6,4
7,4,8,スウィートリワード,牝5,56.0,浜中,宮本,466(+6),栗東,2021100415,1115,カリフォルニアクローム,レディハピネス,モンジュー,-0.8826324071237948,13,-0.3435534367471535,9,,3,49.3,50.5,47.1,11
8,5,9,セクシーマージュ,牝4,56.0,高杉,小椋,432(+4),栗東,2022103729,1213,タワーオブロンドン,アリュマージュ,ハーツクライ,0.6113015055804266,6,0.1378031314528937,5,,11,54.0,46.9,48.8,9
9,5,10,ダガーリング,牡4,58.0,菱田,柴田,550(-2),栗東,2022102153,1144,タワーオブロンドン,プルメリアグレース,ロードカナロア,1.0386773929940205,4,0.2755068067945131,2,,9,57.2,47.1,51.1,6
10,6,11,シャインズオンユー,牡5,58.0,松若,藤野,456(-2),栗東,2021103535,1154,サトノクラウン,フローラルダンサー,ファスリエフ,0.8589680867485248,5,0.2176031377015753,16,,15,37.1,45.3,40.2,16
11,6,12,ヒットザグラウンド,牝4,56.0,古川吉,四位,450(+4),栗東,2022102406,1015,ファインニードル,ジェントルヴァウ,Broken Vow,-0.0345053759647284,9,-0.0702806275253369,14,,16,37.2,45.2,40.2,15
12,7,13,イリスアスール,牝5,56.0,幸,角田,458(+4),栗東,2021103493,732,イスラボニータ,クイックメール,タイキシャトル,-1.316920479682158,15,-0.4834842693222725,13,,14,42.8,45.3,42.1,13
13,7,14,レインオンミー,牡4,56.0,△田山,福永,482(0),栗東,2022104117,1220,リアルスティール,アルマリンピア,タイキシャトル,-1.2985112118860025,14,-0.4775526669307097,12,,12,44.6,46.5,43.8,12
14,8,15,ウォーターエアリー,牝4,56.0,田口,高柳大,408(+8),栗東,2022100404,1208,サートゥルナーリア,ウォーターラボ,マンハッタンカフェ,-0.6162882210407125,12,-0.2577353679003755,7,,5,51.2,48.3,49.6,7
15,8,16,ニシノイツキムスメ,牝4,56.0,秋山稔,北出,414(0),栗東,2022107012,1181,レイデオロ,ニシノハナムスメ,ディープインパクト,1.961528738592787,1,0.5728563434096363,6,,7,53.1,47.9,51.3,5
