,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ジェネラーレ,牡5,58.0,富田,野中,492(0),栗東,2021110153,1168,Army Mule,Raging Atlantic,Stormy Atlantic,-1.2880353547348926,9,-0.0115974021122807,3,,2,53.0,48.7,51.1,5
1,2,2,イマージョン,牡4,58.0,丸山,高野,512(0),栗東,2022104600,1127,ロードカナロア,アディクティド,ディクタット,0.4820010362743206,4,0.0017867991864033,7,,8,47.9,46.7,48.3,8
2,3,3,キタノソワレ,牝5,56.0,丹内,本間,488(+8),美浦,2021106421,1091,トゥザワールド,チャームラブ,フレンチデピュティ,1.2597779880147064,2,0.0076679908615839,6,,10,50.0,46.7,50.1,6
3,4,4,スノーサイレンス,牝4,56.0,斎藤,小栗,--,栗東,2022101675,1178,サンダースノー,ハッシュ,コマンズ,-0.7086591315708195,6,-0.0072164255188685,1,,3,77.2,48.1,55.2,2
4,5,5,ビルカール,牡6,58.0,石川,水野,476(+2),美浦,2020105250,1150,ミッキーアイル,サンシャインキッス,ストリートセンス,-1.2880353547348926,9,-0.0115974021122807,5,,7,50.7,46.8,46.7,9
5,5,6,ワークソング,牡5,58.0,国分恭,牧浦,476(-6),栗東,2021102462,1124,モーニン,ハッピーラン,フレンチデピュティ,1.2597779880147064,2,0.0076679908615839,9,,12,46.5,46.2,48.9,7
6,6,7,ゴールドハンマー,牝4,56.0,舟山,村田,490(-2),美浦,2022103779,1221,ミスターメロディ,フレッシビレ,スズカコーズウェイ,-1.2880353547348926,9,-0.0115974021122807,2,,4,53.8,47.8,51.7,3
7,6,8,プレゼンティーア,牝5,56.0,松本,田中克,492(-2),栗東,2021102153,1191,マジェスティックウォリアー,キョウエイカプリス,ゴールドアリュール,-1.2880353547348926,9,-0.0115974021122807,8,,9,46.8,46.7,46.3,10
8,7,9,サザンエルフ,牝7,56.0,横山琉,中川,486(-6),美浦,2019102011,1192,パイロ,プレシャスエルフ,コロナドズクエスト,-1.2880353547348926,9,-0.0115974021122807,10,,5,42.9,47.2,39.8,11
9,7,10,シャカシャカシー,牡5,58.0,長岡,茶木,524(+2),栗東,2021101237,1142,ヘニーヒューズ,パワフルラリマー,サクラバクシンオー,1.312076026175059,1,0.0080634445787052,12,,11,36.1,46.3,34.2,12
10,8,11,ルージュアズライト,牝6,56.0,荻野極,森一,450(-6),美浦,2020101610,1160,リオンディーズ,レッドセシリア,ハーツクライ,-0.3102730573472237,5,-0.0042040132096724,4,,6,52.9,47.1,51.7,4
11,8,12,カウスリップ,牝4,56.0,菊沢,中舘,536(-6),美浦,2022100627,1161,ロードカナロア,キープセイク,Sea The Stars Sea the Stars,-1.2880353547348926,9,-0.0115974021122807,11,,1,42.3,81.7,76.2,1
