,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ブラックレッド,牡3,55.0,原田和,松山,美浦,2022102818,01143,モーニン  ,クリーンプリンセス  ,ジャングルポケット  ,-1.8813426200597638,12
1,1,2,ブライトビギニング,牡3,55.0,小林凌,戸田,美浦,2022105842,01177,ニューイヤーズデイ  ,ブライトリビング  ,ワイルドラッシュ  Wild Rush(米)  ,-3.3472456822184395,14
2,2,3,メリザンド,牝3,53.0,原,小手川,美浦,2022105182,01184,サトノダイヤモンド  ,ロザリンド  ,シンボリクリスエス  ,-1.1840800882537326,10
3,2,4,スカイリスト,牝3,53.0,吉田豊,小野,美浦,2022106250,00733,ノヴェリスト  Novellist(愛)  ,スカイノリン  ,ゼンノロブロイ  ,-3.115522394661729,13
4,3,5,ゲンジ,牡3,52.0,▲小林美,尾形,美浦,2022105597,01206,オルフェーヴル  ,サクレディーヴァ  ,クロフネ  ,-0.7489586236392447,8
5,3,6,パーセルペーパー,牡4,58.0,柴田大,和田雄,美浦,2021106840,01009,ロージズインメイ  Roses in May(米)  ,ビジュティエ  ,オルフェーヴル  ,-3.558021806839385,15
6,4,7,コア,牡3,55.0,津村,相沢,美浦,2022102338,01092,キズナ  ,マイダイアリー  ,Frankel  ,1.3344413313959949,1
7,4,8,ノーランサンライズ,牝3,53.0,戸崎圭,佐藤悠,栗東,2022102219,05386,キタサンブラック  ,ブラボーデイジー  ,クロフネ  ,-3.9394162471537135,16
8,5,9,バーケンヘッド,牡3,52.0,▲石神道,武井,美浦,2022105227,01209,アドマイヤマーズ  ,アークロイヤル  ,ハービンジャー  Harbinger(英)  ,-0.052291037135828666,6
9,5,10,ブルーメサイア,牡3,55.0,丸山,国枝,美浦,2022103132,01127,エピファネイア  ,フロンテアクイーン  ,メイショウサムソン  ,-1.003738732101783,9
10,6,11,ミクニインスパイア,牡3,55.0,丹内,林,美浦,2022106120,01091,アドマイヤマーズ  ,シルクヴィーナス  ,ティンバーカントリー  Timber Country(米)  ,-0.3373076100852034,7
11,6,12,ノブダブルホワイト,牡3,55.0,木幡育,松永康,美浦,2022101614,01167,バゴ  Bago(仏)  ,ステルス  ,ディープインパクト  ,0.6060167521454527,3
12,7,13,ウィアステーラ,牝3,50.0,▲佐藤,田島,美浦,2022106326,01207,エピファネイア  ,ランウェイ  ,キングカメハメハ  ,0.756020273759873,2
13,7,14,ストラニエーロ,牝3,53.0,横山武,尾関,美浦,2022106613,01170,キズナ  ,アニエラ  ,Dubawi  ,0.3655121418766492,4
14,8,15,サトノラポール,セ3,55.0,荻野極,鹿戸,美浦,2022104786,01160,サートゥルナーリア  ,サトノユリア  ,ディープインパクト  ,-0.01219268887813676,5
15,8,16,ラッキーダンス,牝3,50.0,▲石田,新開,美浦,2022106116,01203,カリフォルニアクローム  California Chrome(米)  ,カーナヴァル  ,ダンスインザダーク  ,-1.4221085257515258,11
