,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ジャストビコーズ,牝2,53.0,◇今村,武井,美浦,2023104065,01193,インディチャンプ  ,イナズマアマリリス  ,スエヒロコマンダー  ,-1.20335354759058,7
1,2,2,パレスノハレブタイ,牝2,55.0,津村,鈴木伸,美浦,2023103747,01092,デクラレーションオブウォー  ,ルミノハレブタイ  ,クロフネ  ,-1.2095493811527938,8
2,3,3,ラスエル,牝2,55.0,内田博,田村,美浦,2023107446,00422,クリソベリル  ,ラスエモーショネス  ,Fastnet Rock  (豪)  ,-1.4053674237725033,9
3,4,4,スピネルテソーロ,牝2,55.0,佐々木,栗田,美浦,2023106745,01197,スワーヴリチャード  ,トロントテソーロ  ,シャンハイボビー  Shanghai Bobby(米)  ,-1.4053674237725033,9
4,5,5,リワードシュテルン,牝2,52.0,▲舟山,村田,美浦,2023102267,01221,モーニン  ,リワードアメイン  ,グランシュヴァリエ  ,-1.6235742489912879,11
5,6,6,フライスカイハイ,牝2,55.0,吉田隼,菊川,美浦,2023103544,01095,ロードカナロア  ,ベイトゥベイ  Bay to Bay(米)  ,Sligo Bay  ,-0.6771602087021636,1
6,6,7,ドナソール,牝2,55.0,木幡巧,畠山,美浦,2023100151,01162,マテラスカイ  ,ポッドジゼル  ,ゴールドアリュール  ,-0.9558508166656559,4
7,7,8,スーパーガール,牝2,55.0,丹内,伊藤圭,美浦,2023102602,01091,ドレフォン  Drefong(米)  ,パワースポット  ,スズカマンボ  ,-1.0434351089321865,6
8,7,9,ニシノグラシアス,牝2,52.0,▲佐藤,伊藤圭,美浦,2023106268,01207,モーリス  ,イェーガーオレンジ  ,ダイワメジャー  ,-0.9172448554938267,3
9,8,10,カシノサルパーレ,牝2,52.0,▲土田,和田雄,美浦,2023104795,01198,ヘンリーバローズ  ,シップスログ  ,ネオユニヴァース  ,-1.011390935914568,5
10,8,11,デールエルバハリ,牝2,52.0,▲小林美,杉山佳,栗東,2023106955,01206,クリソベリル  ,カーミングエフェクト  Calming Effect(米)  ,War Front  ,-0.7546022903311219,2
