,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,タワワ,牝2,55.0,小崎,秋山,栗東,2023103643,01152,タワーオブロンドン  ,プリンセスカメリア  ,サンデーサイレンス  Sunday Silence(米)  ,-2.1645000802152383,8
1,2,2,ハナイロマヒナ,牝2,52.0,▲和田陽,高橋亮,栗東,2023104093,01223,ロゴタイプ  ,ハナイロコマチ  ,トビーズコーナー  Toby's Corner(米)  ,-2.329273926459997,9
2,3,3,メイショウボンテン,牡2,55.0,武豊,飯田,栗東,2023106572,00666,キセキ  ,メイショウイチヒメ  ,メイショウボーラー  ,-0.9173300966882799,5
3,4,4,サンライズスピード,牡2,52.0,▲田山,浜田,栗東,2023106553,01220,タワーオブロンドン  ,オーシャンブルグ  ,ヨハネスブルグ  Johannesburg(米)  ,-1.6668270771995066,7
4,5,5,シラヌイ,牝2,54.0,☆吉村,高橋亮,栗東,2023105668,01216,フィレンツェファイア  ,ミスティック  ,キンシャサノキセキ  ,-0.06913425799034045,3
5,6,6,ナムラコスモス,牝2,55.0,田口,大橋,栗東,2023106227,01208,ダノンプレミアム  ,ナムラリコリス  ,ジョーカプチーノ  ,1.7827545009543744,1
6,6,7,クリスプレミアム,牝2,51.0,★河原田,渡辺,栗東,2023102828,01204,ダノンプレミアム  ,オートクリス  ,シンボリクリスエス  ,-1.1937734786391565,6
7,7,8,ディジーピナクル,牡2,55.0,岩田望,千田,栗東,2023101138,01174,エピファネイア  ,ティップトップ  ,Dubawi  ,0.3707076920545988,2
8,7,9,トップアタック,牡2,55.0,鮫島駿,小椋,栗東,2023104528,01157,サトノダイヤモンド  ,レッドアマルフィ  ,ロードカナロア  ,-0.37967860396831404,4
9,8,10,パーシャングレー,牡2,55.0,松山,池添,栗東,2023110015,01126,Dark Angel  ,レディオブパーシャ  ,Shamardal  (米)  ,-3.2706604326375075,11
10,8,11,アクアマイスター,牡2,55.0,松若,藤野,栗東,2023102464,01154,フィレンツェファイア  ,シェルトファータ  ,ヘニーヒューズ  Henny Hughes(米)  ,-3.207794354544442,10
