,式別,馬番,配当,人気
0,単勝,1,260,1
1,複勝,1,140,1
2,複勝,15,250,5
3,複勝,10,560,9
4,枠連,1-8,520,1
5,馬連,1-15,1050,3
6,ワイド,1-15,540,3
7,ワイド,1-10,1640,19
8,ワイド,10-15,3490,39
9,馬単,1→15,1610,3
10,3連複,1-10-15,9990,26
11,3連単,1→15→10,31720,82
