,式別,馬番,配当,人気
0,単勝,3,7050,12
1,複勝,3,1060,13
2,複勝,4,190,3
3,複勝,2,160,2
4,枠連,2-3,1040,4
5,馬連,3-4,14120,43
6,ワイド,3-4,3140,37
7,ワイド,2-3,3210,36
8,ワイド,2-4,490,2
9,馬単,3→4,35300,93
10,3連複,2-3-4,15080,50
11,3連単,3→4→2,180600,549
