,式別,馬番,配当,人気
0,単勝,4,830,3
1,複勝,4,300,3
2,複勝,2,190,2
3,複勝,6,340,4
4,枠連,1-2,1210,4
5,馬連,2-4,2040,7
6,ワイド,2-4,690,6
7,ワイド,4-6,1000,11
8,ワイド,2-6,1000,9
9,馬単,4→2,4730,14
10,3連複,2-4-6,5630,14
11,3連単,4→2→6,27560,76
