,式別,馬番,配当,人気
0,単勝,4,240,1
1,複勝,4,150,2
2,複勝,11,1280,12
3,複勝,9,630,8
4,枠連,3-7,2600,10
5,馬連,4-11,5780,16
6,ワイド,4-11,2420,21
7,ワイド,4-9,1400,12
8,ワイド,9-11,21610,74
9,馬単,4→11,7970,24
10,3連複,4-9-11,60210,102
11,3連単,4→11→9,217520,434
