,2024100422
peds_0,モーリス
peds_1,カラズマッチポイント
peds_2,スクリーンヒーロー
peds_3,メジロフランシス
peds_4,Curlin (米)
peds_5,Home Court (米)
peds_6,グラスワンダー
peds_7,ランニングヒロイン
peds_8,カーネギー
peds_9,メジロモントレー
peds_10,Smart Strike (加)
peds_11,Sherriff's Deputy (米)
peds_12,Storm Cat (米)
peds_13,Jewel Princess (米)
peds_14,Silver Hawk (米)
peds_15,Ameriflora (米)
peds_16,サンデーサイレンス
peds_17,ダイナアクトレス
peds_18,Sadler's Wells (米)
peds_19,Detroit (仏)
peds_20,モガミ
peds_21,メジロクインシー
peds_22,Mr. Prospector (米)
peds_23,Classy 'n Smart (加)
peds_24,Deputy Minister (加)
peds_25,Barbarika (米)
peds_26,Storm Bird (加)
peds_27,Terlingua (米)
peds_28,Key to the Mint (米)
peds_29,Jewell Ridge (米)
peds_30,Roberto (米)
peds_31,Gris Vitesse (米)
peds_32,Danzig (米)
peds_33,Graceful Touch (米)
peds_34,Halo (米)
peds_35,Wishing Well (米)
peds_36,ノーザンテースト
peds_37,モデルスポート
peds_38,Northern Dancer
peds_39,Fairy Bridge (米)
peds_40,Riverman (米)
peds_41,Derna (仏)
peds_42,Lyphard (米)
peds_43,ノーラック
peds_44,フィディオン
peds_45,メジロボサツ
peds_46,Raise a Native (米)
peds_47,Gold Digger (米)
peds_48,Smarten (米)  A
peds_49,No Class (加)
peds_50,Vice Regent
peds_51,Mint Copy (加)
peds_52,Bates Motel (米)
peds_53,War Exchange (米)
peds_54,Northern Dancer
peds_55,South Ocean (加)
peds_56,Secretariat (米)
peds_57,Crimson Saint (米)
peds_58,Graustark (米)
peds_59,Key Bridge (米)
peds_60,Melyno (愛)
peds_61,Say What You Mean (米)
