,2016105037
peds_0,スマートファルコン
peds_1,シダクティヴリー Seductively(加)
peds_2,ゴールドアリュール
peds_3,ケイシュウハーブ
peds_4,サンダーガルチ Thunder Gulch(米)
peds_5,Torrid Affair
peds_6,サンデーサイレンス Sunday Silence(米)
peds_7,ニキーヤ Nikiya(米)
peds_8,ミシシッピアン
peds_9,キョウエイシラユキ
peds_10,Gulch
peds_11,Line of Thunder
peds_12,Alydeed
peds_13,Lover's Talk
peds_14,Halo
peds_15,Wishing Well
peds_16,Nureyev
peds_17,Reluctant Guest
peds_18,Vaguely Noble
peds_19,Gazala
peds_20,クラウンドプリンス
peds_21,アリアーン
peds_22,Mr. Prospector
peds_23,Jameela
peds_24,Storm Bird
peds_25,Shoot a Line
peds_26,Shadeed
peds_27,Bialy
peds_28,Vice Regent
peds_29,Lover's Walk
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Northern Dancer
peds_35,Special
peds_36,Hostage
peds_37,Vaguely Royal
peds_38,ヴィエナ
peds_39,Noble Lassie
peds_40,Dark Star
peds_41,Belle Angevine
peds_42,Raise a Native
peds_43,Gay Hostess
peds_44,シルバーシャーク
peds_45,Nucciolina
peds_46,Raise a Native
peds_47,Gold Digger
peds_48,Rambunctious
peds_49,Asbury Mary
peds_50,Northern Dancer
peds_51,South Ocean
peds_52,High Line
peds_53,Death Ray
peds_54,Nijinsky
peds_55,Continual
peds_56,Alydar
peds_57,Kankakee Miss
peds_58,Northern Dancer
peds_59,Victoria Regina
peds_60,Never Bend
peds_61,Honey Lake
