,2023102803
peds_0,エピファネイア
peds_1,トゥアーニー Tourny(仏)
peds_2,シンボリクリスエス
peds_3,シーザリオ
peds_4,Country Reel
peds_5,Maka
peds_6,Kris S.
peds_7,Tee Kay
peds_8,スペシャルウィーク
peds_9,キロフプリミエール Kirov Premiere(英)
peds_10,Danzig
peds_11,Country Belle
peds_12,Slickly
peds_13,Carneia
peds_14,Roberto
peds_15,Sharp Queen
peds_16,Gold Meridian
peds_17,Tri Argo
peds_18,サンデーサイレンス
peds_19,キャンペンガール
peds_20,Sadler's Wells
peds_21,Querida
peds_22,Northern Dancer
peds_23,Pas de Nom
peds_24,Seattle Slew
peds_25,Balbonella
peds_26,Linamix
peds_27,Slipstream Queen
peds_28,Funambule
peds_29,Sally's Room
peds_30,Hail to Reason
peds_31,Bramalea
peds_32,Princequillo
peds_33,Bridgework
peds_34,Seattle Slew
peds_35,Queen Louie
peds_36,Tri Jet
peds_37,Hail Proudly
peds_38,Halo
peds_39,Wishing Well
peds_40,マルゼンスキー
peds_41,レディーシラオキ
peds_42,Northern Dancer
peds_43,Fairy Bridge
peds_44,Habitat
peds_45,Principia
peds_46,Nearctic
peds_47,Natalma
peds_48,Admiral's Voyage
peds_49,Petitioner
peds_50,Bold Reasoning
peds_51,My Charmer
peds_52,ゲイメセン
peds_53,Bamieres
peds_54,メンデス
peds_55,Lunadix
peds_56,Conquistador Cielo
peds_57,Country Queen
peds_58,Lyphard
peds_59,Sonoma
peds_60,Kendor
peds_61,Square Room
