,2022102028
peds_0,サトノアラジン
peds_1,サトノボヌール
peds_2,ディープインパクト
peds_3,マジックストーム Magic Storm(米)
peds_4,ロードカナロア
peds_5,スターダムバウンド Stardom Bound(米)
peds_6,サンデーサイレンス Sunday Silence(米)
peds_7,ウインドインハーヘア Wind in Her Hair(愛)
peds_8,Storm Cat (米)
peds_9,Foppy Dancer
peds_10,キングカメハメハ
peds_11,レディブラッサム
peds_12,Tapit (米)
peds_13,My White Corvette
peds_14,Halo
peds_15,Wishing Well
peds_16,Alzao
peds_17,Burghclere
peds_18,Storm Bird
peds_19,Terlingua
peds_20,Fappiano
peds_21,Water Dance
peds_22,Kingmambo
peds_23,マンファス
peds_24,Storm Cat
peds_25,サラトガデュー
peds_26,Pulpit
peds_27,Tap Your Heels
peds_28,Tarr Road
peds_29,Wind Chime
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Lyphard
peds_35,Lady Rebecca
peds_36,Busted
peds_37,Highclere
peds_38,Northern Dancer
peds_39,South Ocean
peds_40,Secretariat
peds_41,Crimson Saint
peds_42,Mr. Prospector
peds_43,Killaloe
peds_44,Nijinsky
peds_45,Luiana
peds_46,Mr. Prospector
peds_47,Miesque
peds_48,ラストタイクーン
peds_49,Pilot Bird
peds_50,Storm Bird
peds_51,Terlingua
peds_52,Cormorant
peds_53,Super Luna
peds_54,A.P. Indy
peds_55,Preach
peds_56,Unbridled
peds_57,Ruby Slippers
peds_58,Grey Dawn
peds_59,Pure Reason
peds_60,Marfa
peds_61,Belles Native
