,2016104883
peds_0,オルフェーヴル
peds_1,リュヌドール Lune d'Or(仏)
peds_2,ステイゴールド
peds_3,オリエンタルアート
peds_4,Green Tune
peds_5,Luth d'Or
peds_6,サンデーサイレンス Sunday Silence(米)
peds_7,ゴールデンサッシュ
peds_8,メジロマックイーン
peds_9,エレクトロアート
peds_10,Green Dancer
peds_11,Soundings
peds_12,Noir Et Or
peds_13,Viole d'Amour
peds_14,Halo
peds_15,Wishing Well
peds_16,ディクタス
peds_17,ダイナサッシュ
peds_18,メジロティターン
peds_19,メジロオーロラ
peds_20,ノーザンテースト
peds_21,グランマスティーヴンス
peds_22,Nijinsky
peds_23,Green Valley
peds_24,Mr. Prospector
peds_25,Ocean's Answer
peds_26,ラインゴールド
peds_27,Pomme Rose
peds_28,Luthier
peds_29,Mandolinette
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Sanctus
peds_35,Doronic
peds_36,ノーザンテースト
peds_37,ロイヤルサッシュ
peds_38,メジロアサマ
peds_39,シエリル
peds_40,リマンド
peds_41,メジロアイリス
peds_42,Northern Dancer
peds_43,Lady Victoria
peds_44,Lt. Stevens
peds_45,Dhow
peds_46,Northern Dancer
peds_47,Flaming Page
peds_48,Val de Loir
peds_49,Sly Pola
peds_50,Raise a Native
peds_51,Gold Digger
peds_52,ノーザンアンサー
peds_53,South Ocean
peds_54,ファバージ
peds_55,Athene
peds_56,Carvin
peds_57,Sentinelle
peds_58,Klairon
peds_59,Flute Enchantee
peds_60,Yorick
peds_61,Malveillante
