,2023107082
peds_0,ルヴァンスレーヴ
peds_1,スーブレット
peds_2,シンボリクリスエス
peds_3,マエストラーレ
peds_4,ゴールドアリュール
peds_5,フラーテイシャスミス
peds_6,Kris S.
peds_7,Tee Kay
peds_8,ネオユニヴァース
peds_9,オータムブリーズ
peds_10,サンデーサイレンス Sunday Silence(米)
peds_11,ニキーヤ  Nikiya(米)
peds_12,Mr. Greeley
peds_13,Seductive Smile
peds_14,Roberto
peds_15,Sharp Queen
peds_16,Gold Meridian
peds_17,Tri Argo
peds_18,サンデーサイレンス
peds_19,ポインテッドパス
peds_20,ティンバーカントリー
peds_21,セプテンバーソング
peds_22,Halo
peds_23,Wishing Well
peds_24,Nureyev
peds_25,Reluctant Guest
peds_26,Gone West
peds_27,Long Legend
peds_28,Silver Hawk
peds_29,Exit Smiling
peds_30,Hail to Reason
peds_31,Bramalea
peds_32,Princequillo
peds_33,Bridgework
peds_34,Seattle Slew
peds_35,Queen Louie
peds_36,Tri Jet
peds_37,Hail Proudly
peds_38,Halo
peds_39,Wishing Well
peds_40,Kris
peds_41,Silken Way
peds_42,Woodman
peds_43,Fall Aspen
peds_44,リアルシャダイ
peds_45,ダイナフェアリー
peds_46,Hail to Reason
peds_47,Cosmah
peds_48,Understanding
peds_49,Mountain Flower
peds_50,Northern Dancer
peds_51,Special
peds_52,Hostage
peds_53,Vaguely Royal
peds_54,Mr. Prospector
peds_55,Secrettame
peds_56,Reviewer
peds_57,Lianga
peds_58,Roberto
peds_59,Gris Vitesse
peds_60,Stage Door Johnny
peds_61,Chandelier
