,2021101360
peds_0,ユアーズトゥルーリ
peds_1,ラベンダーヒスイ
peds_2,ロードカナロア
peds_3,アイムユアーズ
peds_4,サウスヴィグラス
peds_5,ラインレジーナ
peds_6,キングカメハメハ
peds_7,レディブラッサム
peds_8,ファルブラヴ Falbrav(愛)
peds_9,セシルブルース
peds_10,エンドスウィープ End Sweep(米)
peds_11,ダーケストスター Darkest Star(米)
peds_12,サクラバクシンオー
peds_13,シンコウエンジェル
peds_14,Kingmambo
peds_15,マンファス
peds_16,Storm Cat
peds_17,サラトガデュー
peds_18,Fairy King
peds_19,Gift of the Night
peds_20,エルコンドルパサー
peds_21,セシルカット
peds_22,フォーティナイナー
peds_23,Broom Dance
peds_24,Star de Naskra
peds_25,Minnie Riperton
peds_26,サクラユタカオー
peds_27,サクラハゴロモ
peds_28,オジジアン
peds_29,A Kiss for Luck
peds_30,Mr. Prospector
peds_31,Miesque
peds_32,ラストタイクーン
peds_33,Pilot Bird
peds_34,Storm Bird
peds_35,Terlingua
peds_36,Cormorant
peds_37,Super Luna
peds_38,Northern Dancer
peds_39,Fairy Bridge
peds_40,Slewpy
peds_41,Little Nana
peds_42,Kingmambo
peds_43,サドラーズギャル
peds_44,サンデーサイレンス
peds_45,ダイナカール
peds_46,Mr. Prospector
peds_47,File
peds_48,Dance Spell
peds_49,Witching Hour
peds_50,Naskra
peds_51,Candle Star
peds_52,Cornish Prince
peds_53,English Harbor
peds_54,テスコボーイ
peds_55,アンジェリカ
peds_56,ノーザンテースト
peds_57,クリアアンバー
peds_58,Damascus
peds_59,Gonfalon
peds_60,Reflected Glory
peds_61,Painted Flag
