,2014105637
peds_0,タイキシャトル
peds_1,ファイブスター
peds_2,Devil's Bag
peds_3,ウェルシュマフィン Welsh Muffin(愛)
peds_4,クロフネ
peds_5,スターリーロマンス
peds_6,Halo
peds_7,Ballade
peds_8,Caerleon (米)
peds_9,Muffitys
peds_10,フレンチデピュティ French Deputy(米)
peds_11,ブルーアヴェニュー Blue Avenue(米)
peds_12,サンデーサイレンス Sunday Silence(米)
peds_13,ミルレーサー Millracer(米)
peds_14,Hail to Reason
peds_15,Cosmah
peds_16,Herbager
peds_17,Miss Swapsco
peds_18,Nijinsky
peds_19,Foreseer
peds_20,Thatch
peds_21,Contrail
peds_22,Deputy Minister
peds_23,Mitterand
peds_24,Classic Go Go
peds_25,Eliza Blue
peds_26,Halo
peds_27,Wishing Well
peds_28,Le Fabuleux
peds_29,Marston's Mill
peds_30,Turn-to
peds_31,Nothirdchance
peds_32,Cosmic Bomb
peds_33,Almahmoud
peds_34,Vandale
peds_35,Flagette
peds_36,Cohoes
peds_37,Soaring
peds_38,Northern Dancer
peds_39,Flaming Page
peds_40,Round Table
peds_41,Regal Gleam
peds_42,Forli
peds_43,Thong
peds_44,Roan Rocket
peds_45,Azurine
peds_46,Vice Regent
peds_47,Mint Copy
peds_48,Hold Your Peace
peds_49,Laredo Lass
peds_50,Pago Pago
peds_51,Classic Perfection
peds_52,Icecapade
peds_53,コレラ
peds_54,Hail to Reason
peds_55,Cosmah
peds_56,Understanding
peds_57,Mountain Flower
peds_58,Wild Risk
peds_59,Anguar
peds_60,In Reality
peds_61,Millicent
