,2020106740
peds_0,トーセンラー
peds_1,アンナトルテ
peds_2,ディープインパクト
peds_3,プリンセスオリビア Princess Olivia(米)
peds_4,エンパイアメーカー Empire Maker(米)
peds_5,クーヴェルチュール
peds_6,サンデーサイレンス Sunday Silence(米)
peds_7,ウインドインハーヘア Wind in Her Hair(愛)
peds_8,Lycius
peds_9,Dance Image
peds_10,Unbridled
peds_11,Toussaud
peds_12,ブラックホーク
peds_13,ヒカリクリスタル
peds_14,Halo
peds_15,Wishing Well
peds_16,Alzao
peds_17,Burghclere
peds_18,Mr. Prospector
peds_19,Lypatia
peds_20,Sadler's Wells
peds_21,Diamond Spring
peds_22,Fappiano
peds_23,Gana Facil
peds_24,El Gran Senor
peds_25,Image of Reality
peds_26,Nureyev
peds_27,シルバーレーン
peds_28,ラッキーソブリン
peds_29,コステューム
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Lyphard
peds_35,Lady Rebecca
peds_36,Busted
peds_37,Highclere
peds_38,Raise a Native
peds_39,Gold Digger
peds_40,Lyphard
peds_41,Hypatia
peds_42,Northern Dancer
peds_43,Fairy Bridge
peds_44,Vaguely Noble
peds_45,Dumfries
peds_46,Mr. Prospector
peds_47,Killaloe
peds_48,Le Fabuleux
peds_49,Charedi
peds_50,Northern Dancer
peds_51,Sex Appeal
peds_52,In Reality
peds_53,Edee's Image
peds_54,Northern Dancer
peds_55,Special
peds_56,Silver Hawk
peds_57,Strait Lane
peds_58,Nijinsky
peds_59,Sovereign
peds_60,メンデス
peds_61,テンプルバンブー
