,2022110139
peds_0,カラヴァッジオ
peds_1,Luna Rosa
peds_2,Scat Daddy (米)
peds_3,Mekko Hokte
peds_4,Malibu Moon
peds_5,Gabriellina Giof
peds_6,ヨハネスブルグ Johannesburg(米)
peds_7,Love Style
peds_8,Holy Bull (米)
peds_9,Aerosilver
peds_10,A.P. Indy
peds_11,Macoumba
peds_12,Ashkalani (愛)
peds_13,Paola Quatraro
peds_14,ヘネシー
peds_15,Myth
peds_16,Mr. Prospector
peds_17,Likeable Style
peds_18,Great Above
peds_19,Sharon Brown
peds_20,Relaunch
peds_21,Silver in Flight
peds_22,Seattle Slew
peds_23,Weekend Surprise
peds_24,Mr. Prospector
peds_25,Maximova
peds_26,ソヴィエトスター
peds_27,Ashtarka
peds_28,Cure the Blues
peds_29,Retrousse
peds_30,Storm Cat
peds_31,Island Kitty
peds_32,オジジアン
peds_33,Yarn
peds_34,Raise a Native
peds_35,Gold Digger
peds_36,Nijinsky
peds_37,Personable Lady
peds_38,Minnesota Mac
peds_39,Ta Wee
peds_40,Al Hattab
peds_41,Agathea's Dawn
peds_42,In Reality
peds_43,Foggy Note
peds_44,Silver Series
peds_45,Winter Wren
peds_46,Bold Reasoning
peds_47,My Charmer
peds_48,Secretariat
peds_49,Lassie Dear
peds_50,Raise a Native
peds_51,Gold Digger
peds_52,Green Dancer
peds_53,Baracala
peds_54,Nureyev
peds_55,Veruschka
peds_56,Dalsaan
peds_57,Asharaz
peds_58,Stop the Music
peds_59,Quick Cure
peds_60,Naskra
peds_61,Cantadora
