,2016105590
peds_0,エスポワールシチー
peds_1,グランソルシエール
peds_2,ゴールドアリュール
peds_3,エミネントシチー
peds_4,Big Brown
peds_5,サトルアリー
peds_6,サンデーサイレンス Sunday Silence(米)
peds_7,ニキーヤ Nikiya(米)
peds_8,ブライアンズタイム Brian's Time(米)
peds_9,ヘップバーンシチー
peds_10,Boundary
peds_11,Mien
peds_12,French Envoy
peds_13,Aly Sweet
peds_14,Halo
peds_15,Wishing Well
peds_16,Nureyev
peds_17,Reluctant Guest
peds_18,Roberto
peds_19,Kelley's Day
peds_20,ブレイヴェストローマン
peds_21,コンパルシチー
peds_22,Danzig
peds_23,Edge
peds_24,Nureyev
peds_25,Miasma
peds_26,Deputy Minister
peds_27,Princess Mitterand
peds_28,Alydar
peds_29,Very Subtle
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Northern Dancer
peds_35,Special
peds_36,Hostage
peds_37,Vaguely Royal
peds_38,Hail to Reason
peds_39,Bramalea
peds_40,Graustark
peds_41,Golden Trail
peds_42,Never Bend
peds_43,Roman Song
peds_44,トラフィック
peds_45,リンネス
peds_46,Northern Dancer
peds_47,Pas de Nom
peds_48,Damascus
peds_49,Ponte Vecchio
peds_50,Northern Dancer
peds_51,Special
peds_52,Lear Fan
peds_53,Syrian Circle
peds_54,Vice Regent
peds_55,Mint Copy
peds_56,Seattle Slew
peds_57,Mitterand
peds_58,Raise a Native
peds_59,Sweet Tooth
peds_60,Hoist the Silver
peds_61,Never Scheme
