,2019100684
peds_0,キズナ
peds_1,ベラルーサ Belarusa(亜)
peds_2,ディープインパクト
peds_3,キャットクイル Catequil(加)
peds_4,Orpen
peds_5,Balcarce
peds_6,サンデーサイレンス Sunday Silence(米)
peds_7,ウインドインハーヘア Wind in Her Hair(愛)
peds_8,Storm Cat (米)
peds_9,Pacific Princess
peds_10,Lure
peds_11,Bonita Francita
peds_12,Roy
peds_13,Baby Bride
peds_14,Halo
peds_15,Wishing Well
peds_16,Alzao
peds_17,Burghclere
peds_18,Storm Bird
peds_19,Terlingua
peds_20,Damascus
peds_21,Fiji
peds_22,Danzig
peds_23,Endear
peds_24,Devil's Bag
peds_25,Raise the Standard
peds_26,Fappiano
peds_27,Adlibber
peds_28,Dayjur
peds_29,Last Feather
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Lyphard
peds_35,Lady Rebecca
peds_36,Busted
peds_37,Highclere
peds_38,Northern Dancer
peds_39,South Ocean
peds_40,Secretariat
peds_41,Crimson Saint
peds_42,Sword Dancer
peds_43,Kerala
peds_44,Acropolis
peds_45,Rififi
peds_46,Northern Dancer
peds_47,Pas de Nom
peds_48,Alydar
peds_49,Chappaquiddick
peds_50,Halo
peds_51,Ballade
peds_52,Hoist the Flag
peds_53,Natalma
peds_54,Mr. Prospector
peds_55,Killaloe
peds_56,Never Bend
peds_57,Ivy Hackett
peds_58,Danzig
peds_59,Gold Beauty
peds_60,Vaguely Noble
peds_61,Quill
