,2014101066
peds_0,ロージズインメイ Roses in May(米)
peds_1,サンセットロード
peds_2,Devil His Due
peds_3,Tell a Secret
peds_4,キングカメハメハ
peds_5,シアトルサンセット Seattle Sunset(米)
peds_6,Devil's Bag
peds_7,Plenty O'Toole
peds_8,Speak John
peds_9,Secret Retreat
peds_10,Kingmambo (米)
peds_11,マンファス Manfath(愛)
peds_12,Belong to Me
peds_13,Weekend in Seattle
peds_14,Halo
peds_15,Ballade
peds_16,Raise a Cup
peds_17,Li'l Puss
peds_18,Prince John
peds_19,Nuit de Folies
peds_20,Clandestine
peds_21,Retirement
peds_22,Mr. Prospector
peds_23,Miesque
peds_24,ラストタイクーン
peds_25,Pilot Bird
peds_26,Danzig
peds_27,Belonging
peds_28,Seattle Slew
peds_29,Weekend Surprise
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Herbager
peds_33,Miss Swapsco
peds_34,Raise a Native
peds_35,Spring Sunshine
peds_36,Noble Jay
peds_37,Li'l Sis
peds_38,Princequillo
peds_39,Not Afraid
peds_40,Tornado
peds_41,Folle Nuit
peds_42,Double Jay
peds_43,Conniver
peds_44,Royal Gem
peds_45,Marie J.
peds_46,Raise a Native
peds_47,Gold Digger
peds_48,Nureyev
peds_49,Pasadoble
peds_50,トライマイベスト
peds_51,Mill Princess
peds_52,Blakeney
peds_53,The Dancer
peds_54,Northern Dancer
peds_55,Pas de Nom
peds_56,Exclusive Native
peds_57,Straight Deal
peds_58,Bold Reasoning
peds_59,My Charmer
peds_60,Secretariat
peds_61,Lassie Dear
