,2018100177
peds_0,アドマイヤムーン
peds_1,ラブハート
peds_2,エンドスウィープ End Sweep(米)
peds_3,マイケイティーズ
peds_4,マイネルラヴ
peds_5,シンメイユウシュン
peds_6,フォーティナイナー Forty Niner(米)
peds_7,Broom Dance
peds_8,サンデーサイレンス Sunday Silence(米)
peds_9,ケイティーズファースト Katies First(米)
peds_10,Seeking the Gold
peds_11,Heart of Joy
peds_12,タヤスレミグラン
peds_13,ドラゴンユー
peds_14,Mr. Prospector
peds_15,File
peds_16,Dance Spell
peds_17,Witching Hour
peds_18,Halo
peds_19,Wishing Well
peds_20,Kris
peds_21,Katies
peds_22,Mr. Prospector
peds_23,Con Game
peds_24,リィフォー
peds_25,Mythographer
peds_26,L'Emigrant
peds_27,アレグラ
peds_28,スルーザドラゴン
peds_29,ブレイブエストユー
peds_30,Raise a Native
peds_31,Gold Digger
peds_32,Tom Rolfe
peds_33,Continue
peds_34,Northern Dancer
peds_35,Obeah
peds_36,Thinking Cap
peds_37,Enchanted Eve
peds_38,Hail to Reason
peds_39,Cosmah
peds_40,Understanding
peds_41,Mountain Flower
peds_42,Sharpen Up
peds_43,Doubly Sure
peds_44,ノノアルコ
peds_45,Mortefontaine
peds_46,Raise a Native
peds_47,Gold Digger
peds_48,Buckpasser
peds_49,Broadway
peds_50,Lyphard
peds_51,Klaizia
peds_52,Secretariat
peds_53,Arachne
peds_54,The Minstrel
peds_55,Suprina
peds_56,Alleged
peds_57,Syrian Sea
peds_58,Seattle Slew
peds_59,Gueniviere
peds_60,ブレイヴェストローマン
peds_61,キヨスガタ
